avg,std,drift_detector,generator,delay
4.0,0.0,DDM,AGRAW1,10000
4.0,0.0,DDM,AGRAW1,8000
4.0,0.0,DDM,AGRAW1,4000
4.0,0.0,DDM,AGRAW1,2000
4.0,0.0,DDM,AGRAW1,1000
2.966666666666667,1.1100550536897809,EDDM,AGRAW1,10000
3.0,1.0645812948447542,EDDM,AGRAW1,8000
3.033333333333333,1.015983376941878,EDDM,AGRAW1,4000
3.033333333333333,1.015983376941878,EDDM,AGRAW1,2000
3.033333333333333,1.015983376941878,EDDM,AGRAW1,1000
4.0,0.0,ADWIN,AGRAW1,10000
4.0,0.0,ADWIN,AGRAW1,8000
4.0,0.0,ADWIN,AGRAW1,4000
4.0,0.0,ADWIN,AGRAW1,2000
4.0,0.0,ADWIN,AGRAW1,1000
4.0,0.0,ECDD,AGRAW1,10000
4.0,0.0,ECDD,AGRAW1,8000
4.0,0.0,ECDD,AGRAW1,4000
4.0,0.0,ECDD,AGRAW1,2000
4.0,0.0,ECDD,AGRAW1,1000
4.0,0.0,STEPD,AGRAW1,10000
4.0,0.0,STEPD,AGRAW1,8000
4.0,0.0,STEPD,AGRAW1,4000
4.0,0.0,STEPD,AGRAW1,2000
4.0,0.0,STEPD,AGRAW1,1000
4.0,0.0,SeqDrift2,AGRAW1,10000
4.0,0.0,SeqDrift2,AGRAW1,8000
3.966666666666667,0.1795054935711501,SeqDrift2,AGRAW1,4000
3.966666666666667,0.17950549357115014,SeqDrift2,AGRAW1,2000
3.8666666666666667,0.33993463423951903,SeqDrift2,AGRAW1,1000
4.0,0.0,SEED,AGRAW1,10000
4.0,0.0,SEED,AGRAW1,8000
4.0,0.0,SEED,AGRAW1,4000
4.0,0.0,SEED,AGRAW1,2000
3.966666666666667,0.17950549357115014,SEED,AGRAW1,1000
4.0,0.0,HDDM_A_Test,AGRAW1,10000
4.0,0.0,HDDM_A_Test,AGRAW1,8000
4.0,0.0,HDDM_A_Test,AGRAW1,4000
4.0,0.0,HDDM_A_Test,AGRAW1,2000
4.0,0.0,HDDM_A_Test,AGRAW1,1000
4.0,0.0,HDDM_W_Test,AGRAW1,10000
4.0,0.0,HDDM_W_Test,AGRAW1,8000
4.0,0.0,HDDM_W_Test,AGRAW1,4000
4.0,0.0,HDDM_W_Test,AGRAW1,2000
4.0,0.0,HDDM_W_Test,AGRAW1,1000
3.8,0.7483314773547881,RDDM_30,AGRAW1,10000
3.8,0.7483314773547882,RDDM_30,AGRAW1,8000
3.8666666666666667,0.49888765156985887,RDDM_30,AGRAW1,4000
3.8666666666666667,0.49888765156985887,RDDM_30,AGRAW1,2000
3.8666666666666667,0.49888765156985887,RDDM_30,AGRAW1,1000
4.0,0.0,RDDM,AGRAW1,10000
4.0,0.0,RDDM,AGRAW1,8000
4.0,0.0,RDDM,AGRAW1,4000
4.0,0.0,RDDM,AGRAW1,2000
4.0,0.0,RDDM,AGRAW1,1000
