avg,std,drift_detector,generator,delay
9627.026333333333,1231.4047422855012,DDM,AGRAW1,10000
7771.153666666667,995.1990293185356,DDM,AGRAW1,8000
4059.407333333333,523.2072087419625,DDM,AGRAW1,4000
2203.534666666667,288.1021101129868,DDM,AGRAW1,2000
1275.5979999999997,171.84585223197365,DDM,AGRAW1,1000
2232.038,899.5657539553923,EDDM,AGRAW1,10000
1858.9440000000002,721.0157200764303,EDDM,AGRAW1,8000
1167.5546666666667,473.056237070769,EDDM,AGRAW1,4000
816.0366666666667,358.1782100978351,EDDM,AGRAW1,2000
640.2783333333332,309.705729202021,EDDM,AGRAW1,1000
2096.933,220.69965960025098,ADWIN,AGRAW1,10000
1677.7303333333332,177.29730160539825,ADWIN,AGRAW1,8000
839.3236666666667,90.9332676007827,ADWIN,AGRAW1,4000
420.35299999999995,48.02078717597204,ADWIN,AGRAW1,2000
213.7653333333333,19.472247384989288,ADWIN,AGRAW1,1000
41.67466666666667,34.211875982211524,ECDD,AGRAW1,10000
41.05266666666667,25.31824110969972,ECDD,AGRAW1,8000
26.809,16.672039737236712,ECDD,AGRAW1,4000
18.820000000000004,7.946641638663047,ECDD,AGRAW1,2000
12.494333333333334,4.440692651177541,ECDD,AGRAW1,1000
584.9480000000001,229.7943012116126,STEPD,AGRAW1,10000
496.739,191.50811758861119,STEPD,AGRAW1,8000
298.2143333333334,106.93080842873219,STEPD,AGRAW1,4000
190.68433333333334,58.71914637681837,STEPD,AGRAW1,2000
117.05266666666667,40.02264133656792,STEPD,AGRAW1,1000
1195.0479999999998,438.9451304844376,SeqDrift2,AGRAW1,10000
975.9476666666665,364.5827094243805,SeqDrift2,AGRAW1,8000
544.3173333333333,195.48231703376368,SeqDrift2,AGRAW1,4000
324.831,139.04561770272852,SeqDrift2,AGRAW1,2000
219.46833333333328,115.05294734985667,SeqDrift2,AGRAW1,1000
101.54066666666664,60.9056678223701,SEED,AGRAW1,10000
109.63166666666667,49.62312882002594,SEED,AGRAW1,8000
92.95366666666668,36.47990958352586,SEED,AGRAW1,4000
74.87999999999998,23.245747424708316,SEED,AGRAW1,2000
60.02766666666666,21.913678937037375,SEED,AGRAW1,1000
7402.506666666667,1477.853265069153,HDDM_A_Test,AGRAW1,10000
5708.394999999999,1277.6795027359822,HDDM_A_Test,AGRAW1,8000
2568.3619999999996,618.3094728607457,HDDM_A_Test,AGRAW1,4000
1036.7463333333333,463.4479312607716,HDDM_A_Test,AGRAW1,2000
249.76266666666663,434.81746475912803,HDDM_A_Test,AGRAW1,1000
1298.488,446.8084649407021,HDDM_W_Test,AGRAW1,10000
1021.2086666666669,293.7698070568557,HDDM_W_Test,AGRAW1,8000
517.0643333333334,110.9123007810926,HDDM_W_Test,AGRAW1,4000
265.3003333333333,64.9514691382899,HDDM_W_Test,AGRAW1,2000
142.39133333333336,33.43895051516353,HDDM_W_Test,AGRAW1,1000
8678.258666666668,1617.4456826052065,RDDM_30,AGRAW1,10000
7001.751000000001,1308.1915829045581,RDDM_30,AGRAW1,8000
3925.363666666666,1161.957455206467,RDDM_30,AGRAW1,4000
2268.4329999999995,1104.8632427594828,RDDM_30,AGRAW1,2000
1439.9669999999999,1108.052646433222,RDDM_30,AGRAW1,1000
7350.700333333333,1575.5454928193035,RDDM,AGRAW1,10000
5890.887666666668,1290.9617317738569,RDDM,AGRAW1,8000
2964.728333333333,701.91048418861,RDDM,AGRAW1,4000
1555.1953333333333,370.58480577535227,RDDM,AGRAW1,2000
850.4276666666667,205.23827236788844,RDDM,AGRAW1,1000
7.4113333333333316,8.448336614716268,HypothesisTestDetectorKs,AGRAW1,10000
7.481666666666667,8.131716130204142,HypothesisTestDetectorKs,AGRAW1,8000
5.910333333333333,4.508995071582531,HypothesisTestDetectorKs,AGRAW1,4000
5.583666666666667,2.649858465822069,HypothesisTestDetectorKs,AGRAW1,2000
4.014666666666668,1.860886407662279,HypothesisTestDetectorKs,AGRAW1,1000
0.10933333333333334,0.04675705532026393,HypothesisTestDetectorWrs,AGRAW1,10000
0.10200000000000002,0.04679031238764423,HypothesisTestDetectorWrs,AGRAW1,8000
0.09933333333333333,0.06994918790728659,HypothesisTestDetectorWrs,AGRAW1,4000
0.10166666666666667,0.042589774463935456,HypothesisTestDetectorWrs,AGRAW1,2000
0.10600000000000001,0.053950594683160505,HypothesisTestDetectorWrs,AGRAW1,1000
9.733999999999998,8.971728781752898,HypothesisTestDetectorTt,AGRAW1,10000
10.626000000000001,10.990716264193159,HypothesisTestDetectorTt,AGRAW1,8000
9.734,7.457201262314612,HypothesisTestDetectorTt,AGRAW1,4000
7.027666666666667,4.23437180176181,HypothesisTestDetectorTt,AGRAW1,2000
5.521333333333334,2.851648334248496,HypothesisTestDetectorTt,AGRAW1,1000
3912.261,3201.2050933967043,MultivariateDetector,AGRAW1,10000
3730.831333333333,2902.7846449960575,MultivariateDetector,AGRAW1,8000
4148.312000000001,4232.508453304731,MultivariateDetector,AGRAW1,4000
3521.069333333333,3711.920820557225,MultivariateDetector,AGRAW1,2000
3844.666,4466.969558298332,MultivariateDetector,AGRAW1,1000
0.0,0.0,Studd,AGRAW1,10000
0.0,0.0,Studd,AGRAW1,8000
0.0,0.0,Studd,AGRAW1,4000
0.0,0.0,Studd,AGRAW1,2000
0.0,0.0,Studd,AGRAW1,1000
7049.590000000001,1723.0372471830087,DDM,AGRAW2,10000
5661.018666666668,1384.7729669052453,DDM,AGRAW2,8000
2883.8759999999997,708.2647336441369,DDM,AGRAW2,4000
1495.3039999999999,370.0567787209597,DDM,AGRAW2,2000
801.0189999999999,201.031615363521,DDM,AGRAW2,1000
2571.9016666666666,1280.9361362094608,EDDM,AGRAW2,10000
2122.210666666667,1008.8883386478186,EDDM,AGRAW2,8000
1185.9106666666667,517.4862049944477,EDDM,AGRAW2,4000
731.699,306.4793333690436,EDDM,AGRAW2,2000
500.97166666666664,205.35204617247481,EDDM,AGRAW2,1000
2232.224,326.77773140775673,ADWIN,AGRAW2,10000
1782.3716666666667,261.66760309068115,ADWIN,AGRAW2,8000
882.6669999999999,131.54278645241885,ADWIN,AGRAW2,4000
432.8156666666667,66.72225454241054,ADWIN,AGRAW2,2000
207.889,34.767211023223204,ADWIN,AGRAW2,1000
16.288666666666668,7.281421900212134,ECDD,AGRAW2,10000
14.625,6.311783556703023,ECDD,AGRAW2,8000
13.344999999999999,7.594204259389745,ECDD,AGRAW2,4000
12.247666666666667,6.965859929366622,ECDD,AGRAW2,2000
10.512333333333334,3.557374203288462,ECDD,AGRAW2,1000
1370.6713333333332,916.809964393688,STEPD,AGRAW2,10000
1169.0336666666667,758.2564565522816,STEPD,AGRAW2,8000
611.3116666666668,346.550097466281,STEPD,AGRAW2,4000
311.13033333333334,168.2644626073954,STEPD,AGRAW2,2000
155.65866666666665,84.77524716304609,STEPD,AGRAW2,1000
2717.915,604.7067061683706,SeqDrift2,AGRAW2,10000
2246.263,422.3922931679349,SeqDrift2,AGRAW2,8000
1177.8473333333336,216.07038954830335,SeqDrift2,AGRAW2,4000
614.641,115.6236998298071,SeqDrift2,AGRAW2,2000
326.2266666666666,63.52436295539601,SeqDrift2,AGRAW2,1000
359.3846666666667,121.85686690357485,SEED,AGRAW2,10000
352.82099999999986,121.74788702752367,SEED,AGRAW2,8000
232.6976666666666,72.70031992975608,SEED,AGRAW2,4000
125.91199999999999,35.3654960283796,SEED,AGRAW2,2000
71.59333333333333,20.33522450221673,SEED,AGRAW2,1000
8789.420666666667,1442.4956979206404,HDDM_A_Test,AGRAW2,10000
6974.037333333333,939.4735407412435,HDDM_A_Test,AGRAW2,8000
3245.084,414.1023819749572,HDDM_A_Test,AGRAW2,4000
1376.2573333333332,190.72910875433308,HDDM_A_Test,AGRAW2,2000
432.924,137.60808129369923,HDDM_A_Test,AGRAW2,1000
5253.121666666667,2996.1412405070664,HDDM_W_Test,AGRAW2,10000
4293.105333333333,2347.4244057686337,HDDM_W_Test,AGRAW2,8000
2205.07,1140.955715450867,HDDM_W_Test,AGRAW2,4000
1137.6163333333332,562.0277434224716,HDDM_W_Test,AGRAW2,2000
580.9256666666666,286.0565963078325,HDDM_W_Test,AGRAW2,1000
8401.849,1141.7348987990454,RDDM_30,AGRAW2,10000
6747.880666666667,916.5365131076642,RDDM_30,AGRAW2,8000
3439.9443333333334,466.1961673993994,RDDM_30,AGRAW2,4000
1785.9756666666665,241.16087370167565,RDDM_30,AGRAW2,2000
958.992,128.88048224097653,RDDM_30,AGRAW2,1000
7441.855,1097.024261028442,RDDM,AGRAW2,10000
5989.745333333334,825.0979720240634,RDDM,AGRAW2,8000
3021.8639999999996,398.107795666785,RDDM,AGRAW2,4000
1529.3776666666665,216.03316369920822,RDDM,AGRAW2,2000
788.7486666666667,105.32537208521455,RDDM,AGRAW2,1000
81.53333333333333,20.807971442587945,HypothesisTestDetectorKs,AGRAW2,10000
67.792,11.597242028459467,HypothesisTestDetectorKs,AGRAW2,8000
38.41066666666667,7.914948276661208,HypothesisTestDetectorKs,AGRAW2,4000
22.689666666666664,5.808146854969224,HypothesisTestDetectorKs,AGRAW2,2000
15.543333333333333,3.6450947251828114,HypothesisTestDetectorKs,AGRAW2,1000
0.04133333333333334,0.017269111795984827,HypothesisTestDetectorWrs,AGRAW2,10000
0.046000000000000006,0.022744962812309307,HypothesisTestDetectorWrs,AGRAW2,8000
0.04133333333333334,0.01359738536958076,HypothesisTestDetectorWrs,AGRAW2,4000
0.04100000000000001,0.016196707484341787,HypothesisTestDetectorWrs,AGRAW2,2000
0.04400000000000001,0.02215099696778153,HypothesisTestDetectorWrs,AGRAW2,1000
89.04700000000003,17.39755656215359,HypothesisTestDetectorTt,AGRAW2,10000
70.86933333333333,10.304244411352485,HypothesisTestDetectorTt,AGRAW2,8000
46.455333333333336,17.467093773404006,HypothesisTestDetectorTt,AGRAW2,4000
29.712333333333337,10.565883362134102,HypothesisTestDetectorTt,AGRAW2,2000
18.323666666666664,7.164710965713985,HypothesisTestDetectorTt,AGRAW2,1000
3938.8726666666666,3206.6298141537263,MultivariateDetector,AGRAW2,10000
3744.6883333333335,2901.6889612121686,MultivariateDetector,AGRAW2,8000
4166.383,4230.224036462805,MultivariateDetector,AGRAW2,4000
3535.7646666666674,3709.1413892757205,MultivariateDetector,AGRAW2,2000
3857.487666666667,4462.883772457508,MultivariateDetector,AGRAW2,1000
0.0,0.0,Studd,AGRAW2,10000
0.0,0.0,Studd,AGRAW2,8000
0.0,0.0,Studd,AGRAW2,4000
0.0,0.0,Studd,AGRAW2,2000
0.0,0.0,Studd,AGRAW2,1000
4382.530666666667,1791.1042451402866,DDM,LED,10000
5066.772,3955.500959617631,DDM,LED,8000
4923.176333333334,5085.179888800712,DDM,LED,4000
13450.53,5396.695128559701,DDM,LED,2000
13069.608,4746.809999342296,DDM,LED,1000
0.0,0.0,EDDM,LED,10000
0.0,0.0,EDDM,LED,8000
0.0,0.0,EDDM,LED,4000
0.0,0.0,EDDM,LED,2000
0.0,0.0,EDDM,LED,1000
1546.3443333333332,339.9865197982938,ADWIN,LED,10000
5080.312666666667,1121.4926101196072,ADWIN,LED,8000
7730.789000000001,1707.6589783333006,ADWIN,LED,4000
6847.296666666667,1512.2707984051297,ADWIN,LED,2000
6405.550666666666,1414.5751281048629,ADWIN,LED,1000
52.842999999999996,39.934811059191624,ECDD,LED,10000
40.962333333333326,27.43108075199047,ECDD,LED,8000
49.804333333333346,36.0289375070774,ECDD,LED,4000
50.86599999999999,40.82941803814173,ECDD,LED,2000
40.98833333333333,25.369523853544347,ECDD,LED,1000
178.984,183.8660331980869,STEPD,LED,10000
192.81066666666666,270.40965424004787,STEPD,LED,8000
184.75833333333335,301.91167202879427,STEPD,LED,4000
186.22933333333336,265.3308797951887,STEPD,LED,2000
174.98066666666665,240.71696407376214,STEPD,LED,1000
133.6093333333333,226.9231110006696,SeqDrift2,LED,10000
104.68166666666669,178.62911308226202,SeqDrift2,LED,8000
105.10899999999998,226.35867687293694,SeqDrift2,LED,4000
154.71633333333332,355.37921809885785,SeqDrift2,LED,2000
183.79399999999998,393.58666509931453,SeqDrift2,LED,1000
8.653999999999998,15.428552232792294,SEED,LED,10000
7.069,13.732921599815047,SEED,LED,8000
9.619,19.32948479223731,SEED,LED,4000
9.716000000000001,20.344465684799882,SEED,LED,2000
10.817333333333334,21.007896917323468,SEED,LED,1000
3028.6806666666666,3519.454789925975,HDDM_A_Test,LED,10000
8483.320666666668,2899.2241177275155,HDDM_A_Test,LED,8000
12618.561666666666,4669.949077632491,HDDM_A_Test,LED,4000
11705.884,3528.4183400862967,HDDM_A_Test,LED,2000
11060.136666666665,3029.449577655247,HDDM_A_Test,LED,1000
654.1666666666666,801.5131845425599,HDDM_W_Test,LED,10000
708.0369999999999,626.9156714271865,HDDM_W_Test,LED,8000
515.9013333333334,458.2737657902267,HDDM_W_Test,LED,4000
396.3683333333334,386.42481141944745,HDDM_W_Test,LED,2000
445.97900000000004,416.6378320584118,HDDM_W_Test,LED,1000
4162.297333333333,895.0205045916857,RDDM_30,LED,10000
6028.964000000001,4744.469106304448,RDDM_30,LED,8000
7716.874999999999,3642.5295302465747,RDDM_30,LED,4000
14625.508333333333,3509.638484603111,RDDM_30,LED,2000
14119.605333333335,2579.7478300533344,RDDM_30,LED,1000
3920.826,1333.7900236134124,RDDM,LED,10000
11016.496000000001,2119.7246307930345,RDDM,LED,8000
15115.375,4192.756826763468,RDDM,LED,4000
14540.068666666666,2874.9300214112263,RDDM,LED,2000
13590.465333333334,2749.000938339518,RDDM,LED,1000
3.0899999999999994,2.5650588037444026,HypothesisTestDetectorKs,LED,10000
3.801666666666667,3.076637865520665,HypothesisTestDetectorKs,LED,8000
4.379333333333334,4.679367431133781,HypothesisTestDetectorKs,LED,4000
3.1616666666666666,3.756529500601438,HypothesisTestDetectorKs,LED,2000
3.7976666666666663,2.9308038525671116,HypothesisTestDetectorKs,LED,1000
0.04733333333333334,0.03032417444145109,HypothesisTestDetectorWrs,LED,10000
0.052333333333333336,0.052324840075139156,HypothesisTestDetectorWrs,LED,8000
0.05666666666666668,0.06111919138499425,HypothesisTestDetectorWrs,LED,4000
0.05566666666666667,0.04890012497143767,HypothesisTestDetectorWrs,LED,2000
0.04866666666666668,0.02918142483765239,HypothesisTestDetectorWrs,LED,1000
4.008,2.283697878441892,HypothesisTestDetectorTt,LED,10000
4.656666666666666,3.4461295519595443,HypothesisTestDetectorTt,LED,8000
4.792666666666666,5.131129137160965,HypothesisTestDetectorTt,LED,4000
4.786333333333333,6.488433032884151,HypothesisTestDetectorTt,LED,2000
5.063333333333333,3.7666796459953376,HypothesisTestDetectorTt,LED,1000
0.0,0.0,MultivariateDetector,LED,10000
0.0,0.0,MultivariateDetector,LED,8000
0.0,0.0,MultivariateDetector,LED,4000
0.0,0.0,MultivariateDetector,LED,2000
0.0,0.0,MultivariateDetector,LED,1000
380.1666666666667,1345.478008821483,Studd,LED,10000
221.5,856.653673701728,Studd,LED,8000
5.4,29.07988995852632,Studd,LED,4000
0.0,0.0,Studd,LED,2000
0.0,0.0,Studd,LED,1000
9233.531666666668,1488.3685220560203,DDM,MIXED,10000
7383.584666666666,1190.455779662376,DDM,MIXED,8000
3683.690666666667,594.6519035588991,DDM,MIXED,4000
1833.743333333333,296.8028999221912,DDM,MIXED,2000
908.7696666666667,147.98372796771346,DDM,MIXED,1000
3060.6346666666677,2444.3648997639903,EDDM,MIXED,10000
2472.135,1967.097445623458,EDDM,MIXED,8000
1298.0666666666664,1019.866988452688,EDDM,MIXED,4000
703.8593333333333,551.5703817340287,EDDM,MIXED,2000
402.2196666666667,320.07930385539703,EDDM,MIXED,1000
1724.4416666666666,182.9960890854107,ADWIN,MIXED,10000
1373.070333333333,146.17101836509482,ADWIN,MIXED,8000
670.3293333333332,72.57079660273516,ADWIN,MIXED,4000
318.95799999999997,35.8958022986904,ADWIN,MIXED,2000
143.27266666666668,17.81634192407509,ADWIN,MIXED,1000
16.596666666666668,12.426211365049644,ECDD,MIXED,10000
17.59333333333333,14.960469986675626,ECDD,MIXED,8000
19.246666666666666,15.164085274826904,ECDD,MIXED,4000
20.309333333333335,13.588270660961813,ECDD,MIXED,2000
13.060666666666666,8.057565775233995,ECDD,MIXED,1000
227.45833333333334,299.05661559960333,STEPD,MIXED,10000
228.26166666666668,249.90286008878644,STEPD,MIXED,8000
205.051,120.53026318038691,STEPD,MIXED,4000
128.52433333333335,51.59813392512906,STEPD,MIXED,2000
55.886999999999986,33.162667378645324,STEPD,MIXED,1000
3388.553,658.0352041046132,SeqDrift2,MIXED,10000
2703.7799999999997,528.7958993600461,SeqDrift2,MIXED,8000
1334.229,270.4872006750042,SeqDrift2,MIXED,4000
649.4556666666666,141.73031274650535,SeqDrift2,MIXED,2000
307.066,78.0300064761414,SeqDrift2,MIXED,1000
363.2746666666668,188.52970631942566,SEED,MIXED,10000
384.02366666666666,173.72210121308368,SEED,MIXED,8000
217.53000000000003,88.08598651317926,SEED,MIXED,4000
123.10933333333332,33.337338119425326,SEED,MIXED,2000
62.73066666666667,12.456963764185163,SEED,MIXED,1000
8549.190999999999,1208.2126117019584,HDDM_A_Test,MIXED,10000
6686.334333333333,990.360924483875,HDDM_A_Test,MIXED,8000
2960.6196666666665,629.2251970398904,HDDM_A_Test,MIXED,4000
1105.1673333333335,533.9292341121205,HDDM_A_Test,MIXED,2000
173.73900000000003,532.9864761533198,HDDM_A_Test,MIXED,1000
9069.177,1482.768223535852,HDDM_W_Test,MIXED,10000
7240.287666666666,1184.8073672815153,HDDM_W_Test,MIXED,8000
3582.5103333333327,588.954531592399,HDDM_W_Test,MIXED,4000
1753.6209999999999,291.2102024466176,HDDM_W_Test,MIXED,2000
839.1769999999999,142.71308534141735,HDDM_W_Test,MIXED,1000
7098.665666666667,2027.7251653148712,RDDM_30,MIXED,10000
5676.866666666668,1622.5342438632501,RDDM_30,MIXED,8000
2833.2690000000002,812.158329700763,RDDM_30,MIXED,4000
1411.47,406.9869318295121,RDDM_30,MIXED,2000
700.5703333333335,204.43351620976657,RDDM_30,MIXED,1000
4214.789333333333,1379.37234094094,RDDM,MIXED,10000
3374.6536666666666,1081.9665478053787,RDDM,MIXED,8000
1704.736666666667,486.82938946023194,RDDM,MIXED,4000
837.5339999999999,230.39559548162663,RDDM,MIXED,2000
396.92133333333334,115.32488103132339,RDDM,MIXED,1000
94.75700000000002,75.1329317121771,HypothesisTestDetectorKs,MIXED,10000
85.52766666666669,66.81936204840298,HypothesisTestDetectorKs,MIXED,8000
67.91433333333335,61.50896577916282,HypothesisTestDetectorKs,MIXED,4000
73.325,57.07324695803923,HypothesisTestDetectorKs,MIXED,2000
47.721333333333334,49.17858278650259,HypothesisTestDetectorKs,MIXED,1000
0.04133333333333334,0.02077391526784384,HypothesisTestDetectorWrs,MIXED,10000
0.04000000000000001,0.02633122354417533,HypothesisTestDetectorWrs,MIXED,8000
0.03333333333333333,0.022705848487901872,HypothesisTestDetectorWrs,MIXED,4000
0.04000000000000001,0.027446918466985205,HypothesisTestDetectorWrs,MIXED,2000
0.044666666666666674,0.021715329966536443,HypothesisTestDetectorWrs,MIXED,1000
158.9653333333333,142.03642109762632,HypothesisTestDetectorTt,MIXED,10000
171.8443333333333,166.50230994760668,HypothesisTestDetectorTt,MIXED,8000
117.06966666666666,76.62844234718305,HypothesisTestDetectorTt,MIXED,4000
79.458,45.223062361292314,HypothesisTestDetectorTt,MIXED,2000
52.56966666666667,28.790594816517576,HypothesisTestDetectorTt,MIXED,1000
5828.066666666667,3800.2668890191853,MultivariateDetector,MIXED,10000
8306.670666666665,4306.158134362875,MultivariateDetector,MIXED,8000
6982.752333333335,2302.0997274556157,MultivariateDetector,MIXED,4000
5721.827,1760.447733298076,MultivariateDetector,MIXED,2000
5009.789666666667,1589.130453156659,MultivariateDetector,MIXED,1000
0.0,0.0,Studd,MIXED,10000
0.0,0.0,Studd,MIXED,8000
0.0,0.0,Studd,MIXED,4000
0.0,0.0,Studd,MIXED,2000
0.0,0.0,Studd,MIXED,1000
9699.737666666666,926.8991078561654,DDM,RANDOM_RBF,10000
7761.96,763.9559278736787,DDM,RANDOM_RBF,8000
3912.0543333333335,334.6200661614436,DDM,RANDOM_RBF,4000
1974.2766666666669,170.66083261512844,DDM,RANDOM_RBF,2000
1005.3876666666666,88.93819208429089,DDM,RANDOM_RBF,1000
4677.454,833.541419997031,EDDM,RANDOM_RBF,10000
3799.679666666666,641.9775531355351,EDDM,RANDOM_RBF,8000
2035.6396666666667,317.9245521868706,EDDM,RANDOM_RBF,4000
1133.1070000000002,181.17682508440933,EDDM,RANDOM_RBF,2000
681.841,114.4837008005943,EDDM,RANDOM_RBF,1000
2367.1516666666666,156.8675148670226,ADWIN,RANDOM_RBF,10000
1887.9036666666668,125.10027757718558,ADWIN,RANDOM_RBF,8000
929.4119999999999,61.59453024417023,ADWIN,RANDOM_RBF,4000
450.16533333333336,29.91611268567863,ADWIN,RANDOM_RBF,2000
210.5413333333333,14.24669967239976,ADWIN,RANDOM_RBF,1000
52.870333333333335,22.669781866813118,ECDD,RANDOM_RBF,10000
53.528666666666666,19.91536052620913,ECDD,RANDOM_RBF,8000
59.45866666666666,22.320271314559673,ECDD,RANDOM_RBF,4000
50.84866666666667,13.984871286103742,ECDD,RANDOM_RBF,2000
31.441,6.7555080489923185,ECDD,RANDOM_RBF,1000
354.323,192.14841170563966,STEPD,RANDOM_RBF,10000
311.8116666666666,165.24034457083684,STEPD,RANDOM_RBF,8000
235.8536666666666,79.57458796556152,STEPD,RANDOM_RBF,4000
127.11666666666665,36.82656263562424,STEPD,RANDOM_RBF,2000
57.532,14.750355114369283,STEPD,RANDOM_RBF,1000
47.07033333333333,121.0802094063637,SeqDrift2,RANDOM_RBF,10000
39.300000000000004,97.4342233851467,SeqDrift2,RANDOM_RBF,8000
22.68633333333333,48.78053160044715,SeqDrift2,RANDOM_RBF,4000
14.117333333333333,25.505666159154167,SeqDrift2,RANDOM_RBF,2000
8.093,11.972501033618666,SeqDrift2,RANDOM_RBF,1000
2.972,5.813912853377374,SEED,RANDOM_RBF,10000
2.791333333333333,4.242961020587182,SEED,RANDOM_RBF,8000
2.5639999999999996,3.0743439408541566,SEED,RANDOM_RBF,4000
1.6856666666666666,1.2336954873693733,SEED,RANDOM_RBF,2000
1.397,0.7992169083963794,SEED,RANDOM_RBF,1000
8283.713333333333,960.9240613365635,HDDM_A_Test,RANDOM_RBF,10000
6363.713333333334,879.1311534628317,HDDM_A_Test,RANDOM_RBF,8000
2523.713333333333,790.8632319532597,HDDM_A_Test,RANDOM_RBF,4000
603.7133333333333,792.8185069666883,HDDM_A_Test,RANDOM_RBF,2000
-349.65333333333336,809.0234073594877,HDDM_A_Test,RANDOM_RBF,1000
9732.757666666666,736.1185540191351,HDDM_W_Test,RANDOM_RBF,10000
7768.3133333333335,598.9293868970606,HDDM_W_Test,RANDOM_RBF,8000
3839.4243333333334,325.1365542422992,HDDM_W_Test,RANDOM_RBF,4000
1887.641,128.38396868638495,HDDM_W_Test,RANDOM_RBF,2000
905.419,60.91769914400904,HDDM_W_Test,RANDOM_RBF,1000
9217.981666666667,1131.101262301725,RDDM_30,RANDOM_RBF,10000
7382.426333333335,906.1894346198015,RDDM_30,RANDOM_RBF,8000
3711.3150000000005,456.38402326513,RDDM_30,RANDOM_RBF,4000
1875.7596666666666,231.52148514386784,RDDM_30,RANDOM_RBF,2000
957.9816666666668,119.1687833028805,RDDM_30,RANDOM_RBF,1000
8578.419333333333,1546.7173655841445,RDDM,RANDOM_RBF,10000
6844.768666666667,1264.9264703418755,RDDM,RANDOM_RBF,8000
3430.8550000000005,564.9605059692226,RDDM,RANDOM_RBF,4000
1697.2046666666663,281.2874378014221,RDDM,RANDOM_RBF,2000
830.3790000000001,139.56168775491358,RDDM,RANDOM_RBF,1000
31.740000000000002,18.970802126777173,HypothesisTestDetectorKs,RANDOM_RBF,10000
33.63699999999999,20.75570269427979,HypothesisTestDetectorKs,RANDOM_RBF,8000
27.49666666666667,13.902801236521446,HypothesisTestDetectorKs,RANDOM_RBF,4000
24.772,9.188574209310168,HypothesisTestDetectorKs,RANDOM_RBF,2000
15.526666666666666,6.872273924174508,HypothesisTestDetectorKs,RANDOM_RBF,1000
0.05333333333333334,0.025342103744997617,HypothesisTestDetectorWrs,RANDOM_RBF,10000
0.04233333333333334,0.02027861489900684,HypothesisTestDetectorWrs,RANDOM_RBF,8000
0.04500000000000001,0.017078251276599333,HypothesisTestDetectorWrs,RANDOM_RBF,4000
0.05033333333333335,0.02089391192561976,HypothesisTestDetectorWrs,RANDOM_RBF,2000
0.03700000000000001,0.024785748593361735,HypothesisTestDetectorWrs,RANDOM_RBF,1000
55.79666666666667,33.97527015672167,HypothesisTestDetectorTt,RANDOM_RBF,10000
56.56066666666666,47.175872500911126,HypothesisTestDetectorTt,RANDOM_RBF,8000
53.22500000000001,29.382105410152853,HypothesisTestDetectorTt,RANDOM_RBF,4000
36.308,14.55947146476593,HypothesisTestDetectorTt,RANDOM_RBF,2000
22.623,8.035047873742467,HypothesisTestDetectorTt,RANDOM_RBF,1000
