avg,std,drift_detector,generator,part_drif
147.6,133.7693537399355,DDM,AGRAW1,99
643.5,354.7976653436904,EDDM,AGRAW1,99
89.26666666666667,120.43890106144646,ADWIN,AGRAW1,99
235.13333333333333,179.97309675491934,ECDD,AGRAW1,99
155.56666666666666,117.55783919226975,STEPD,AGRAW1,99
151.73333333333332,128.2219256688271,SeqDrift2,AGRAW1,99
103.63333333333334,120.63567281511531,SEED,AGRAW1,99
179.0,203.34158453203813,HDDM_A_Test,AGRAW1,99
195.26666666666668,147.1778817923702,HDDM_W_Test,AGRAW1,99
133.93333333333334,142.72279269813757,RDDM_30,AGRAW1,99
218.96666666666667,224.73888305221143,RDDM,AGRAW1,99
353.56666666666666,219.57939844671725,HypothesisTestDetectorKs,AGRAW1,99
1675.3,462.15770396406174,HypothesisTestDetectorWrs,AGRAW1,99
322.6666666666667,234.3931644812953,HypothesisTestDetectorTt,AGRAW1,99
232.46666666666667,268.4824927046248,MultivariateDetector,AGRAW1,99
0.0,0.0,Studd,AGRAW1,99
123.96666666666668,224.0685138275543,DDM,AGRAW2,99
386.56666666666666,199.9869467962569,EDDM,AGRAW2,99
5.3,17.73348997424553,ADWIN,AGRAW2,99
328.6333333333333,211.05551928869855,ECDD,AGRAW2,99
414.53333333333336,309.2220058289657,STEPD,AGRAW2,99
108.76666666666668,165.83278391868788,SeqDrift2,AGRAW2,99
174.2,166.35191612963166,SEED,AGRAW2,99
115.1,170.33757659424415,HDDM_A_Test,AGRAW2,99
262.4,185.1803805302639,HDDM_W_Test,AGRAW2,99
55.5,87.41309970479253,RDDM_30,AGRAW2,99
192.1,160.92738528085684,RDDM,AGRAW2,99
349.8,201.6707547795003,HypothesisTestDetectorKs,AGRAW2,99
2912.233333333333,566.6227247668612,HypothesisTestDetectorWrs,AGRAW2,99
315.8666666666667,263.20191657525766,HypothesisTestDetectorTt,AGRAW2,99
229.6,270.5224081907695,MultivariateDetector,AGRAW2,99
0.0,0.0,Studd,AGRAW2,99
0.0,0.0,DDM,LED,99
21.866666666666667,49.10786314046075,EDDM,LED,99
0.0,0.0,ADWIN,LED,99
45.9,105.5734657320042,ECDD,LED,99
401.8,277.27596361747624,STEPD,LED,99
275.06666666666666,224.04819917945235,SeqDrift2,LED,99
410.6666666666667,199.08060902279985,SEED,LED,99
0.0,0.0,HDDM_A_Test,LED,99
17.9,73.26634061195269,HDDM_W_Test,LED,99
0.0,0.0,RDDM_30,LED,99
0.0,0.0,RDDM,LED,99
308.1333333333333,181.1166720346001,HypothesisTestDetectorKs,LED,99
2218.366666666667,598.0749943685063,HypothesisTestDetectorWrs,LED,99
402.6,254.9875291068173,HypothesisTestDetectorTt,LED,99
0.0,0.0,MultivariateDetector,LED,99
0.0,0.0,Studd,LED,99
454.9333333333333,257.472708370335,DDM,MIXED,99
423.2,186.61661233662983,EDDM,MIXED,99
378.06666666666666,196.0477719559416,ADWIN,MIXED,99
449.6666666666667,204.96541713718975,ECDD,MIXED,99
490.4666666666666,241.9626325603926,STEPD,MIXED,99
330.06666666666666,202.4445493352576,SeqDrift2,MIXED,99
739.1333333333333,280.3577159432015,SEED,MIXED,99
