learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),learned instances,detected changes,detected warnings,true changes,delay detection (average),delay true detection (average),MTFA (average),MDR,true changes detected,input values,model training instances,model serialized size (bytes)
1000.0,0.287784601,1.2896421900500852E-7,1000.0,0.0,0.0,0.0,?,?,?,?,0.0,1.0,10.0,1753920.0
2000.0,0.552743122,2.493132643561376E-7,2000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,17.0,1755768.0
3000.0,0.713615882,3.2251648350440585E-7,3000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,29.0,1758936.0
4000.0,0.811598321,3.671356762214812E-7,4000.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,34.0,1760256.0
5000.0,0.939624559,4.2609701849080416E-7,5000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,44.0,1781288.0
6000.0,1.026163954,4.689843483567031E-7,6000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,50.0,1915656.0
7000.0,1.099652634,5.063043724471289E-7,7000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,58.0,1963016.0
8000.0,1.18853126,5.516998413480197E-7,8000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,73.0,1974320.0
9000.0,1.255266024,5.866457480509538E-7,9000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,81.0,2024168.0
10000.0,1.344660769,6.356415180364396E-7,10000.0,0.0,0.0,0.0,?,?,?,?,0.0,1.0,101.0,2118600.0
11000.0,1.40514834,6.688932700972156E-7,11000.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,112.0,2124960.0
12000.0,1.464870164,7.016906969070828E-7,12000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,119.0,2122800.0
13000.0,1.529478129,7.383665720938375E-7,13000.0,0.0,0.0,0.0,?,?,?,?,0.0,1.0,123.0,2194304.0
14000.0,1.606061347,7.834811769980917E-7,14000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,134.0,2277120.0
15000.0,1.688353242,8.334254461430821E-7,15000.0,0.0,0.0,0.0,?,?,?,?,0.0,1.0,144.0,2346016.0
16000.0,1.764334218,8.822846422827555E-7,16000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,154.0,2485672.0
17000.0,1.831522193,9.268707516526452E-7,17000.0,0.0,0.0,0.0,?,?,?,?,0.0,2.0,166.0,2565136.0
18000.0,1.89092659,9.661669941735122E-7,18000.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,170.0,2557024.0
19000.0,1.954743896,1.0085325645380115E-6,19000.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,177.0,2566120.0
20000.0,2.069300705,1.0867299252564792E-6,20000.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,186.0,2638600.0
21000.0,2.195369889,1.175480175637313E-6,21000.0,0.0,0.0,1.0,0.0,?,?,1.0,0.0,1.0,201.0,2721216.0
22000.0,2.289606755,1.242914644981395E-6,22000.0,0.0,0.0,1.0,0.0,?,?,1.0,0.0,2.0,210.0,2766072.0
23000.0,2.373148822,1.305566377293124E-6,23000.0,0.0,0.0,1.0,0.0,?,?,1.0,0.0,2.0,222.0,2898880.0
