avg,std,drift_detector,generator,delay
10347.75,2071.9375,DDM,AGRAW1,10000
2053.4049999999997,1293.565,EDDM,AGRAW1,10000
2108.63,283.4150000000002,ADWIN,AGRAW1,10000
26.59,53.864999999999995,ECDD,AGRAW1,10000
561.86,313.845,STEPD,AGRAW1,10000
1172.225,482.52,SeqDrift2,AGRAW1,10000
87.935,86.28999999999999,SEED,AGRAW1,10000
7535.6,1734.6624999999995,HDDM_A_Test,AGRAW1,10000
1237.42,562.16,HDDM_W_Test,AGRAW1,10000
8288.6,2097.3250000000007,RDDM_30,AGRAW1,10000
6832.5,2086.369999999999,RDDM,AGRAW1,10000
4.475,5.5,HypothesisTestDetectorKs,AGRAW1,10000
0.11499999999999999,0.05,HypothesisTestDetectorWrs,AGRAW1,10000
6.675000000000001,7.7875,HypothesisTestDetectorTt,AGRAW1,10000
3023.27,2900.0825,MultivariateDetector,AGRAW1,10000
0.0,0.0,Studd,AGRAW1,10000
6764.085,2309.0649999999996,DDM,AGRAW2,10000
2249.06,1327.5324999999998,EDDM,AGRAW2,10000
2182.225,457.0825000000002,ADWIN,AGRAW2,10000
14.98,11.670000000000002,ECDD,AGRAW2,10000
1138.9499999999998,998.3024999999999,STEPD,AGRAW2,10000
2671.1549999999997,825.3474999999999,SeqDrift2,AGRAW2,10000
357.19,154.3175,SEED,AGRAW2,10000
9407.0,462.5625,HDDM_A_Test,AGRAW2,10000
3425.225,5333.82,HDDM_W_Test,AGRAW2,10000
8132.7,34.05000000000018,RDDM_30,AGRAW2,10000
8039.2,1338.8999999999996,RDDM,AGRAW2,10000
80.58,16.055000000000007,HypothesisTestDetectorKs,AGRAW2,10000
0.04,0.020000000000000004,HypothesisTestDetectorWrs,AGRAW2,10000
82.065,16.595000000000013,HypothesisTestDetectorTt,AGRAW2,10000
3155.685,2984.7900000000004,MultivariateDetector,AGRAW2,10000
0.0,0.0,Studd,AGRAW2,10000
4286.5,3000.5,DDM,LED,10000
0.0,0.0,EDDM,LED,10000
1401.6,348.79999999999995,ADWIN,LED,10000
49.075,44.294999999999995,ECDD,LED,10000
129.32,165.70749999999998,STEPD,LED,10000
2.29,184.965,SeqDrift2,LED,10000
2.54,1.4675,SEED,LED,10000
2401.0,1632.75,HDDM_A_Test,LED,10000
331.96,459.0275000000001,HDDM_W_Test,LED,10000
4231.25,509.25,RDDM_30,LED,10000
3769.0,153.5,RDDM,LED,10000
2.61,3.1550000000000002,HypothesisTestDetectorKs,LED,10000
0.04,0.027499999999999997,HypothesisTestDetectorWrs,LED,10000
3.9450000000000003,2.3650000000000007,HypothesisTestDetectorTt,LED,10000
0.0,0.0,MultivariateDetector,LED,10000
0.0,0.0,Studd,LED,10000
9979.5,28.125,DDM,MIXED,10000
2169.87,2746.19,EDDM,MIXED,10000
1784.73,306.635,ADWIN,MIXED,10000
12.92,16.125,ECDD,MIXED,10000
146.28,175.69,STEPD,MIXED,10000
3283.33,553.8499999999999,SeqDrift2,MIXED,10000
312.645,237.4875,SEED,MIXED,10000
9184.0,1861.9249999999993,HDDM_A_Test,MIXED,10000
9909.75,1516.0499999999993,HDDM_W_Test,MIXED,10000
6655.415,4492.669999999999,RDDM_30,MIXED,10000
4675.28,1268.9500000000003,RDDM,MIXED,10000
82.295,96.315,HypothesisTestDetectorKs,MIXED,10000
0.04,0.020000000000000004,HypothesisTestDetectorWrs,MIXED,10000
105.03,162.2575,HypothesisTestDetectorTt,MIXED,10000
5524.5,4328.6925,MultivariateDetector,MIXED,10000
0.0,0.0,Studd,MIXED,10000
10035.875,17.6875,DDM,RANDOM_RBF,10000
4707.445,1100.4250000000002,EDDM,RANDOM_RBF,10000
2328.47,239.0675000000001,ADWIN,RANDOM_RBF,10000
48.474999999999994,25.275,ECDD,RANDOM_RBF,10000
305.315,133.32,STEPD,RANDOM_RBF,10000
2.99,1.9300000000000006,SeqDrift2,RANDOM_RBF,10000
1.42,0.8524999999999998,SEED,RANDOM_RBF,10000
8510.125,1599.3125,HDDM_A_Test,RANDOM_RBF,10000
9920.0,31.1875,HDDM_W_Test,RANDOM_RBF,10000
10040.0,2008.2624999999998,RDDM_30,RANDOM_RBF,10000
7974.6,1998.1625000000004,RDDM,RANDOM_RBF,10000
27.085,24.597499999999997,HypothesisTestDetectorKs,RANDOM_RBF,10000
0.05,0.0475,HypothesisTestDetectorWrs,RANDOM_RBF,10000
46.45,45.315000000000005,HypothesisTestDetectorTt,RANDOM_RBF,10000
0.0,0.0,MultivariateDetector,RANDOM_RBF,10000
10655.5,1856.5,Studd,RANDOM_RBF,10000
7997.5,3343.8125,DDM,SINE,10000
1430.95,839.4375000000002,EDDM,SINE,10000
1788.365,238.90499999999997,ADWIN,SINE,10000
12.879999999999999,11.022499999999997,ECDD,SINE,10000
932.905,411.5475,STEPD,SINE,10000
3609.09,925.3850000000002,SeqDrift2,SINE,10000
124.54,102.4525,SEED,SINE,10000
9422.25,1856.9499999999998,HDDM_A_Test,SINE,10000
9943.875,39.5625,HDDM_W_Test,SINE,10000
6667.08,1326.1174999999994,RDDM_30,SINE,10000
5661.855,2059.9425,RDDM,SINE,10000
235.95,87.50000000000003,HypothesisTestDetectorKs,SINE,10000
0.035,0.0175,HypothesisTestDetectorWrs,SINE,10000
252.66,79.43750000000003,HypothesisTestDetectorTt,SINE,10000
15323.5,2831.0,MultivariateDetector,SINE,10000
0.0,0.0,Studd,SINE,10000
0.0,21.0,DDM,WAVEFORM,10000
0.0,115.715,EDDM,WAVEFORM,10000
0.0,0.0,ADWIN,WAVEFORM,10000
10.0,13.392500000000002,ECDD,WAVEFORM,10000
266.925,421.76,STEPD,WAVEFORM,10000
0.0,0.0,SeqDrift2,WAVEFORM,10000
1793.2849999999999,1533.1325000000002,SEED,WAVEFORM,10000
0.0,1890.75,HDDM_A_Test,WAVEFORM,10000
1634.75,2519.5775000000003,HDDM_W_Test,WAVEFORM,10000
2030.035,2713.0175,RDDM_30,WAVEFORM,10000
2518.825,2456.0724999999998,RDDM,WAVEFORM,10000
5.655,8.6925,HypothesisTestDetectorKs,WAVEFORM,10000
0.03,0.030000000000000002,HypothesisTestDetectorWrs,WAVEFORM,10000
3.96,7.54,HypothesisTestDetectorTt,WAVEFORM,10000
0.0,0.0,MultivariateDetector,WAVEFORM,10000
0.0,0.0,Studd,WAVEFORM,10000
