avg,std,drift_detector,generator,delay
10301.75,2124.0249999999996,DDM,AGRAW1,10000
1952.9,1292.0575000000003,EDDM,AGRAW1,10000
3659.6400000000003,674.6700000000001,ADWIN,AGRAW1,10000
34.88,61.8,ECDD,AGRAW1,10000
491.65,370.5175,STEPD,AGRAW1,10000
1268.59,549.9449999999998,SeqDrift2,AGRAW1,10000
108.375,80.2275,SEED,AGRAW1,10000
7952.3,2247.325,HDDM_A_Test,AGRAW1,10000
1354.24,243.98000000000002,HDDM_W_Test,AGRAW1,10000
10349.75,67.4375,RDDM_30,AGRAW1,10000
8178.2,3407.3525,RDDM,AGRAW1,10000
4.055,4.7525,HypothesisTestDetectorKs,AGRAW1,10000
0.1,0.0975,HypothesisTestDetectorWrs,AGRAW1,10000
6.37,8.0475,HypothesisTestDetectorTt,AGRAW1,10000
3071.06,6125.8150000000005,MultivariateDetector,AGRAW1,10000
0.0,0.0,Studd,AGRAW1,10000
2473.92,2284.2749999999996,DDM,AGRAW2,10000
2285.4750000000004,965.8775,EDDM,AGRAW2,10000
6701.335,2050.2825000000003,ADWIN,AGRAW2,10000
11.405000000000001,11.397499999999999,ECDD,AGRAW2,10000
500.205,335.13749999999993,STEPD,AGRAW2,10000
2749.455,939.9475000000002,SeqDrift2,AGRAW2,10000
393.16999999999996,169.57,SEED,AGRAW2,10000
9911.75,1657.4375,HDDM_A_Test,AGRAW2,10000
3425.0,5136.4974999999995,HDDM_W_Test,AGRAW2,10000
10191.875,15.25,RDDM_30,AGRAW2,10000
10110.875,1521.9750000000004,RDDM,AGRAW2,10000
83.82,14.515,HypothesisTestDetectorKs,AGRAW2,10000
0.04,0.027500000000000004,HypothesisTestDetectorWrs,AGRAW2,10000
88.67,11.560000000000002,HypothesisTestDetectorTt,AGRAW2,10000
3212.27,6125.8150000000005,MultivariateDetector,AGRAW2,10000
0.0,0.0,Studd,AGRAW2,10000
4138.085,2982.2525,DDM,LED,10000
0.0,0.0,EDDM,LED,10000
1401.6,188.00000000000023,ADWIN,LED,10000
49.915,45.4925,ECDD,LED,10000
125.61500000000001,200.215,STEPD,LED,10000
2.6799999999999997,303.645,SeqDrift2,LED,10000
2.535,3.2775,SEED,LED,10000
2467.25,1445.125,HDDM_A_Test,LED,10000
308.605,518.8149999999999,HDDM_W_Test,LED,10000
8288.5,508.625,RDDM_30,LED,10000
3721.75,130.375,RDDM,LED,10000
2.225,3.6525,HypothesisTestDetectorKs,LED,10000
0.04,0.05,HypothesisTestDetectorWrs,LED,10000
4.09,3.3249999999999997,HypothesisTestDetectorTt,LED,10000
0.0,0.0,MultivariateDetector,LED,10000
11294.0,1482.0,Studd,LED,10000
10074.25,5039.595,DDM,MIXED,10000
1973.5349999999999,750.4675000000002,EDDM,MIXED,10000
10032.0,0.0,ADWIN,MIXED,10000
13.07,14.752499999999998,ECDD,MIXED,10000
152.735,175.26,STEPD,MIXED,10000
5100.0,0.0,SeqDrift2,MIXED,10000
420.51,398.155,SEED,MIXED,10000
9947.625,576.25,HDDM_A_Test,MIXED,10000
10010.5,2.0,HDDM_W_Test,MIXED,10000
10079.625,8.75,RDDM_30,MIXED,10000
4465.335,8190.2325,RDDM,MIXED,10000
68.11,90.5025,HypothesisTestDetectorKs,MIXED,10000
0.04,0.020000000000000004,HypothesisTestDetectorWrs,MIXED,10000
130.70499999999998,156.59999999999997,HypothesisTestDetectorTt,MIXED,10000
5490.25,3149.28,MultivariateDetector,MIXED,10000
0.0,0.0,Studd,MIXED,10000
10109.5,1942.0,DDM,RANDOM_RBF,10000
4473.145,984.3775,EDDM,RANDOM_RBF,10000
5016.0,1273.8999999999996,ADWIN,RANDOM_RBF,10000
48.379999999999995,22.340000000000003,ECDD,RANDOM_RBF,10000
340.465,250.79000000000002,STEPD,RANDOM_RBF,10000
3.05,1.7399999999999993,SeqDrift2,RANDOM_RBF,10000
1.2650000000000001,0.7549999999999999,SEED,RANDOM_RBF,10000
9340.75,1284.75,HDDM_A_Test,RANDOM_RBF,10000
10012.625,2.0625,HDDM_W_Test,RANDOM_RBF,10000
10110.5,6.0625,RDDM_30,RANDOM_RBF,10000
10063.125,2020.2749999999996,RDDM,RANDOM_RBF,10000
29.115000000000002,21.530000000000005,HypothesisTestDetectorKs,RANDOM_RBF,10000
0.055,0.05499999999999999,HypothesisTestDetectorWrs,RANDOM_RBF,10000
54.71,47.44250000000001,HypothesisTestDetectorTt,RANDOM_RBF,10000
0.0,0.0,MultivariateDetector,RANDOM_RBF,10000
10439.0,2065.665000000001,Studd,RANDOM_RBF,10000
5402.74,2241.1399999999994,DDM,SINE,10000
1063.8400000000001,821.7225,EDDM,SINE,10000
10032.0,0.0,ADWIN,SINE,10000
12.105,7.9975000000000005,ECDD,SINE,10000
1060.2,581.2850000000001,STEPD,SINE,10000
5100.0,0.0,SeqDrift2,SINE,10000
137.03,151.15,SEED,SINE,10000
9918.875,155.25,HDDM_A_Test,SINE,10000
10012.5,2.1875,HDDM_W_Test,SINE,10000
10087.75,7.6875,RDDM_30,SINE,10000
6701.08,5917.1025,RDDM,SINE,10000
247.41,55.185,HypothesisTestDetectorKs,SINE,10000
0.04,0.020000000000000004,HypothesisTestDetectorWrs,SINE,10000
257.57500000000005,67.00999999999999,HypothesisTestDetectorTt,SINE,10000
15175.5,4457.625,MultivariateDetector,SINE,10000
0.0,0.0,Studd,SINE,10000
0.0,21.0,DDM,WAVEFORM,10000
0.0,113.2,EDDM,WAVEFORM,10000
0.0,0.0,ADWIN,WAVEFORM,10000
10.364999999999998,13.700000000000001,ECDD,WAVEFORM,10000
348.435,503.8475000000001,STEPD,WAVEFORM,10000
0.0,0.0,SeqDrift2,WAVEFORM,10000
2030.2849999999999,2371.5399999999995,SEED,WAVEFORM,10000
0.0,3170.125,HDDM_A_Test,WAVEFORM,10000
2042.85,1371.5375000000004,HDDM_W_Test,WAVEFORM,10000
2564.145,3683.0650000000005,RDDM_30,WAVEFORM,10000
2196.0,2390.44,RDDM,WAVEFORM,10000
4.73,8.8075,HypothesisTestDetectorKs,WAVEFORM,10000
0.02,0.03,HypothesisTestDetectorWrs,WAVEFORM,10000
3.59,5.92,HypothesisTestDetectorTt,WAVEFORM,10000
0.0,0.0,MultivariateDetector,WAVEFORM,10000
0.0,0.0,Studd,WAVEFORM,10000
