avg,std,drift_detector,generator,delay
4.0,1.0,DDM,AGRAW1,10000
19.0,17.25,EDDM,AGRAW1,10000
19.0,2.75,ADWIN,AGRAW1,10000
130.0,12.75,ECDD,AGRAW1,10000
32.5,5.75,STEPD,AGRAW1,10000
26.0,5.75,SeqDrift2,AGRAW1,10000
63.0,5.5,SEED,AGRAW1,10000
5.0,0.75,HDDM_A_Test,AGRAW1,10000
25.0,6.75,HDDM_W_Test,AGRAW1,10000
5.0,1.0,RDDM_30,AGRAW1,10000
6.0,1.75,RDDM,AGRAW1,10000
292.0,30.75,HypothesisTestDetectorKs,AGRAW1,10000
1553.5,41.5,HypothesisTestDetectorWrs,AGRAW1,10000
258.5,23.5,HypothesisTestDetectorTt,AGRAW1,10000
5.0,5.0,MultivariateDetector,AGRAW1,10000
0.0,0.0,Studd,AGRAW1,10000
6.0,2.0,DDM,AGRAW2,10000
16.0,7.5,EDDM,AGRAW2,10000
18.0,3.75,ADWIN,AGRAW2,10000
145.0,9.75,ECDD,AGRAW2,10000
20.0,6.75,STEPD,AGRAW2,10000
13.0,2.0,SeqDrift2,AGRAW2,10000
45.0,8.25,SEED,AGRAW2,10000
4.0,0.0,HDDM_A_Test,AGRAW2,10000
9.0,6.75,HDDM_W_Test,AGRAW2,10000
5.0,0.0,RDDM_30,AGRAW2,10000
5.0,1.0,RDDM,AGRAW2,10000
145.5,22.0,HypothesisTestDetectorKs,AGRAW2,10000
2552.5,26.5,HypothesisTestDetectorWrs,AGRAW2,10000
137.5,16.25,HypothesisTestDetectorTt,AGRAW2,10000
5.0,5.0,MultivariateDetector,AGRAW2,10000
0.0,0.0,Studd,AGRAW2,10000
2.0,1.75,DDM,LED,10000
0.0,0.0,EDDM,LED,10000
5.0,1.0,ADWIN,LED,10000
69.0,11.25,ECDD,LED,10000
84.5,53.25,STEPD,LED,10000
10053.0,7513.5,SeqDrift2,LED,10000
406.0,61.25,SEED,LED,10000
2.0,1.0,HDDM_A_Test,LED,10000
20.5,10.25,HDDM_W_Test,LED,10000
2.0,0.0,RDDM_30,LED,10000
2.0,0.0,RDDM,LED,10000
315.0,45.5,HypothesisTestDetectorKs,LED,10000
2087.5,64.25,HypothesisTestDetectorWrs,LED,10000
285.0,29.0,HypothesisTestDetectorTt,LED,10000
0.0,0.0,MultivariateDetector,LED,10000
0.0,0.0,Studd,LED,10000
4.0,0.0,DDM,MIXED,10000
19.0,13.0,EDDM,MIXED,10000
22.0,4.0,ADWIN,MIXED,10000
111.5,17.25,ECDD,MIXED,10000
37.0,6.75,STEPD,MIXED,10000
12.0,2.0,SeqDrift2,MIXED,10000
44.5,7.75,SEED,MIXED,10000
4.0,0.75,HDDM_A_Test,MIXED,10000
4.0,0.75,HDDM_W_Test,MIXED,10000
6.0,3.75,RDDM_30,MIXED,10000
8.5,2.75,RDDM,MIXED,10000
67.0,18.5,HypothesisTestDetectorKs,MIXED,10000
2423.0,45.0,HypothesisTestDetectorWrs,MIXED,10000
58.5,11.75,HypothesisTestDetectorTt,MIXED,10000
3.0,2.0,MultivariateDetector,MIXED,10000
0.0,0.0,Studd,MIXED,10000
4.0,0.0,DDM,RANDOM_RBF,10000
9.0,2.0,EDDM,RANDOM_RBF,10000
17.0,1.75,ADWIN,RANDOM_RBF,10000
63.0,4.75,ECDD,RANDOM_RBF,10000
47.5,15.5,STEPD,RANDOM_RBF,10000
10111.0,59.0,SeqDrift2,RANDOM_RBF,10000
509.0,21.5,SEED,RANDOM_RBF,10000
4.0,0.0,HDDM_A_Test,RANDOM_RBF,10000
4.0,0.0,HDDM_W_Test,RANDOM_RBF,10000
4.0,1.0,RDDM_30,RANDOM_RBF,10000
5.0,1.0,RDDM,RANDOM_RBF,10000
145.5,17.0,HypothesisTestDetectorKs,RANDOM_RBF,10000
2379.5,45.75,HypothesisTestDetectorWrs,RANDOM_RBF,10000
129.0,26.25,HypothesisTestDetectorTt,RANDOM_RBF,10000
0.0,0.0,MultivariateDetector,RANDOM_RBF,10000
2.5,1.75,Studd,RANDOM_RBF,10000
5.0,2.0,DDM,SINE,10000
29.0,16.5,EDDM,SINE,10000
22.0,3.0,ADWIN,SINE,10000
146.0,18.75,ECDD,SINE,10000
26.5,8.75,STEPD,SINE,10000
11.0,3.0,SeqDrift2,SINE,10000
64.5,6.75,SEED,SINE,10000
4.0,1.0,HDDM_A_Test,SINE,10000
4.0,0.0,HDDM_W_Test,SINE,10000
6.0,1.0,RDDM_30,SINE,10000
7.0,2.75,RDDM,SINE,10000
84.0,14.25,HypothesisTestDetectorKs,SINE,10000
2537.0,42.0,HypothesisTestDetectorWrs,SINE,10000
81.0,22.0,HypothesisTestDetectorTt,SINE,10000
1.0,0.75,MultivariateDetector,SINE,10000
0.0,0.0,Studd,SINE,10000
0.0,1.0,DDM,WAVEFORM,10000
3.0,8.0,EDDM,WAVEFORM,10000
0.0,1.5,ADWIN,WAVEFORM,10000
155.0,14.25,ECDD,WAVEFORM,10000
27.0,12.75,STEPD,WAVEFORM,10000
0.0,0.0,SeqDrift2,WAVEFORM,10000
9.0,4.0,SEED,WAVEFORM,10000
0.5,1.75,HDDM_A_Test,WAVEFORM,10000
10.0,3.0,HDDM_W_Test,WAVEFORM,10000
4.0,6.75,RDDM_30,WAVEFORM,10000
8.5,6.75,RDDM,WAVEFORM,10000
230.5,43.0,HypothesisTestDetectorKs,WAVEFORM,10000
2479.0,61.0,HypothesisTestDetectorWrs,WAVEFORM,10000
275.0,44.0,HypothesisTestDetectorTt,WAVEFORM,10000
0.0,0.0,MultivariateDetector,WAVEFORM,10000
0.0,0.0,Studd,WAVEFORM,10000
