avg,std,drift_detector,generator,part_drif
54.6,57.67645389006968,DDM,AGRAW1,95
55.03333333333333,36.57092044537876,DDM,AGRAW1,96
65.8,62.46513694320483,DDM,AGRAW1,97
89.36666666666666,77.68418257420376,DDM,AGRAW1,98
147.6,133.7693537399355,DDM,AGRAW1,99
312.93333333333334,144.55032187980612,EDDM,AGRAW1,95
343.9,144.07737504549422,EDDM,AGRAW1,96
360.4,204.20881469711338,EDDM,AGRAW1,97
386.7,166.938541585419,EDDM,AGRAW1,98
643.5,354.7976653436904,EDDM,AGRAW1,99
65.03333333333333,45.15490621799093,ADWIN,AGRAW1,95
52.766666666666666,50.3419529043344,ADWIN,AGRAW1,96
63.06666666666667,46.51948217921414,ADWIN,AGRAW1,97
108.46666666666667,94.90020489381934,ADWIN,AGRAW1,98
89.26666666666667,120.43890106144646,ADWIN,AGRAW1,99
183.83333333333334,75.10574027477676,ECDD,AGRAW1,95
176.83333333333334,72.12631666427696,ECDD,AGRAW1,96
243.76666666666668,110.61997508989455,ECDD,AGRAW1,97
213.56666666666666,109.5036326135145,ECDD,AGRAW1,98
235.13333333333333,179.97309675491934,ECDD,AGRAW1,99
77.5,39.62638010214912,STEPD,AGRAW1,95
84.3,61.29608470367418,STEPD,AGRAW1,96
84.66666666666667,62.90698601021105,STEPD,AGRAW1,97
78.46666666666667,64.08053960100177,STEPD,AGRAW1,98
155.56666666666666,117.55783919226977,STEPD,AGRAW1,99
44.96666666666667,38.5897078967379,SeqDrift2,AGRAW1,95
73.7,46.92628971766963,SeqDrift2,AGRAW1,96
68.63333333333334,51.192110937352666,SeqDrift2,AGRAW1,97
90.73333333333333,71.62445268357882,SeqDrift2,AGRAW1,98
151.73333333333332,128.2219256688271,SeqDrift2,AGRAW1,99
71.4,41.795215037130745,SEED,AGRAW1,95
79.33333333333333,46.867425313916655,SEED,AGRAW1,96
59.7,54.37226621480231,SEED,AGRAW1,97
76.3,47.56900251214019,SEED,AGRAW1,98
103.63333333333334,120.63567281511533,SEED,AGRAW1,99
53.666666666666664,41.30402186497367,HDDM_A_Test,AGRAW1,95
61.733333333333334,43.194855660779275,HDDM_A_Test,AGRAW1,96
55.03333333333333,50.20589828120022,HDDM_A_Test,AGRAW1,97
61.333333333333336,49.866042776845866,HDDM_A_Test,AGRAW1,98
179.0,203.34158453203813,HDDM_A_Test,AGRAW1,99
81.8,33.31706269566192,HDDM_W_Test,AGRAW1,95
115.1,69.53145571130618,HDDM_W_Test,AGRAW1,96
116.1,57.71559581257045,HDDM_W_Test,AGRAW1,97
161.03333333333333,131.3594263419603,HDDM_W_Test,AGRAW1,98
