avg,std,drift_detector,generator,part_drif
54.53333333333333,57.89342699209375,DDM,AGRAW1,95
49.8,33.76033175192447,DDM,AGRAW1,96
59.1,50.75322649842077,DDM,AGRAW1,97
78.93333333333334,52.91372432764701,DDM,AGRAW1,98
174.43333333333334,155.44016712405954,DDM,AGRAW1,99
300.7,170.25337001069906,EDDM,AGRAW1,95
302.7,148.9109689266263,EDDM,AGRAW1,96
378.1333333333333,172.59851937050007,EDDM,AGRAW1,97
443.76666666666665,207.20419611795728,EDDM,AGRAW1,98
738.9333333333333,342.92107287570155,EDDM,AGRAW1,99
64.13333333333334,38.82587911289182,ADWIN,AGRAW1,95
62.96666666666667,50.94276745089096,ADWIN,AGRAW1,96
61.4,54.66357714846941,ADWIN,AGRAW1,97
68.73333333333333,64.77856298361536,ADWIN,AGRAW1,98
54.9,75.1102966754004,ADWIN,AGRAW1,99
183.86666666666667,71.74665303846739,ECDD,AGRAW1,95
179.76666666666668,68.3421213861229,ECDD,AGRAW1,96
167.16666666666666,79.49049558839653,ECDD,AGRAW1,97
225.4,146.41734869884783,ECDD,AGRAW1,98
231.33333333333334,153.35673734430088,ECDD,AGRAW1,99
81.06666666666666,56.54846495607895,STEPD,AGRAW1,95
87.66666666666667,48.312409263965385,STEPD,AGRAW1,96
94.5,73.26242784219843,STEPD,AGRAW1,97
119.6,105.41524241462109,STEPD,AGRAW1,98
153.56666666666666,150.79493433873108,STEPD,AGRAW1,99
42.733333333333334,40.29386498656533,SeqDrift2,AGRAW1,95
67.36666666666666,57.426755282030534,SeqDrift2,AGRAW1,96
71.9,52.60567143062302,SeqDrift2,AGRAW1,97
81.53333333333333,61.931539263573576,SeqDrift2,AGRAW1,98
128.9,121.45049746021353,SeqDrift2,AGRAW1,99
81.43333333333334,43.36794771359246,SEED,AGRAW1,95
82.9,43.7967654817872,SEED,AGRAW1,96
93.36666666666666,61.543742348204844,SEED,AGRAW1,97
98.3,68.87774192969259,SEED,AGRAW1,98
120.13333333333334,112.23063554821185,SEED,AGRAW1,99
49.8,34.95177630202314,HDDM_A_Test,AGRAW1,95
54.266666666666666,56.87995155490984,HDDM_A_Test,AGRAW1,96
64.9,46.18394381889302,HDDM_A_Test,AGRAW1,97
114.56666666666666,83.08256268449007,HDDM_A_Test,AGRAW1,98
111.73333333333333,73.8836623047041,HDDM_A_Test,AGRAW1,99
80.33333333333333,31.58515825862239,HDDM_W_Test,AGRAW1,95
94.06666666666666,49.03123720876542,HDDM_W_Test,AGRAW1,96
107.4,75.23545263593044,HDDM_W_Test,AGRAW1,97
168.33333333333334,91.90732046771659,HDDM_W_Test,AGRAW1,98
252.26666666666668,209.6504922219094,HDDM_W_Test,AGRAW1,99
64.73333333333333,58.81265925707567,RDDM_30,AGRAW1,95
37.13333333333333,30.842323013821268,RDDM_30,AGRAW1,96
51.4,41.28405664821874,RDDM_30,AGRAW1,97
67.36666666666666,60.00693478442489,RDDM_30,AGRAW1,98
112.36666666666666,118.64048868558976,RDDM_30,AGRAW1,99
85.06666666666666,45.00587615955153,RDDM,AGRAW1,95
80.33333333333333,47.23652071108634,RDDM,AGRAW1,96
107.7,65.93489212852327,RDDM,AGRAW1,97
107.16666666666667,70.35106411577739,RDDM,AGRAW1,98
171.66666666666666,145.31238381118416,RDDM,AGRAW1,99
356.7,105.6926834427688,HypothesisTestDetectorKs,AGRAW1,95
387.6333333333333,97.58295046893294,HypothesisTestDetectorKs,AGRAW1,96
392.3,155.14748896883034,HypothesisTestDetectorKs,AGRAW1,97
400.8,240.03241447771174,HypothesisTestDetectorKs,AGRAW1,98
296.46666666666664,174.49426606306838,HypothesisTestDetectorKs,AGRAW1,99
1699.8333333333333,189.98176813110837,HypothesisTestDetectorWrs,AGRAW1,95
1773.7666666666667,216.26537453374786,HypothesisTestDetectorWrs,AGRAW1,96
1747.1666666666667,258.44226735492697,HypothesisTestDetectorWrs,AGRAW1,97
1681.6333333333334,370.7642991922976,HypothesisTestDetectorWrs,AGRAW1,98
1764.9,481.60684865008585,HypothesisTestDetectorWrs,AGRAW1,99
310.7,109.4346532563307,HypothesisTestDetectorTt,AGRAW1,95
320.6666666666667,125.57184751722373,HypothesisTestDetectorTt,AGRAW1,96
331.8666666666667,95.39522466501606,HypothesisTestDetectorTt,AGRAW1,97
413.8,199.36522598821824,HypothesisTestDetectorTt,AGRAW1,98
345.53333333333336,251.06423259574208,HypothesisTestDetectorTt,AGRAW1,99
61.43333333333333,45.939585931476955,MultivariateDetector,AGRAW1,95
63.9,45.1939155196803,MultivariateDetector,AGRAW1,96
52.266666666666666,48.81798393579517,MultivariateDetector,AGRAW1,97
106.8,116.4386533759301,MultivariateDetector,AGRAW1,98
297.7,298.1020127406053,MultivariateDetector,AGRAW1,99
0.0,0.0,Studd,AGRAW1,95
0.0,0.0,Studd,AGRAW1,96
0.0,0.0,Studd,AGRAW1,97
0.0,0.0,Studd,AGRAW1,98
0.0,0.0,Studd,AGRAW1,99
155.7,81.91627839853729,DDM,AGRAW2,95
196.7,83.8542982400624,DDM,AGRAW2,96
138.8,107.54825273646554,DDM,AGRAW2,97
187.0,143.83995736002333,DDM,AGRAW2,98
110.93333333333334,218.31123552294684,DDM,AGRAW2,99
213.76666666666668,117.8235073696624,EDDM,AGRAW2,95
209.03333333333333,102.29059368072686,EDDM,AGRAW2,96
255.8,135.2793159848664,EDDM,AGRAW2,97
350.9,165.26047117605992,EDDM,AGRAW2,98
433.3333333333333,275.6743650678379,EDDM,AGRAW2,99
94.53333333333333,48.051870122006925,ADWIN,AGRAW2,95
99.13333333333334,47.25091415929315,ADWIN,AGRAW2,96
77.96666666666667,73.89518853679778,ADWIN,AGRAW2,97
14.9,39.44815162547755,ADWIN,AGRAW2,98
8.266666666666667,44.51736240564524,ADWIN,AGRAW2,99
243.83333333333334,86.46582497662813,ECDD,AGRAW2,95
254.36666666666667,107.7489314203265,ECDD,AGRAW2,96
284.7,111.70859411880538,ECDD,AGRAW2,97
311.1666666666667,125.71716492013155,ECDD,AGRAW2,98
407.1,214.6650646938155,ECDD,AGRAW2,99
211.3,119.44375245277585,STEPD,AGRAW2,95
281.0,135.5470398053753,STEPD,AGRAW2,96
287.8333333333333,146.20535405913,STEPD,AGRAW2,97
430.7,240.62600995459047,STEPD,AGRAW2,98
333.6,240.53088505775443,STEPD,AGRAW2,99
149.0,47.938154602223335,SeqDrift2,AGRAW2,95
192.06666666666666,76.23425884877626,SeqDrift2,AGRAW2,96
194.73333333333332,79.78927803213217,SeqDrift2,AGRAW2,97
180.46666666666667,110.30525322435415,SeqDrift2,AGRAW2,98
118.06666666666666,223.2290204152577,SeqDrift2,AGRAW2,99
163.86666666666667,63.71485087655955,SEED,AGRAW2,95
193.23333333333332,70.4782157044919,SEED,AGRAW2,96
230.5,84.32783249516932,SEED,AGRAW2,97
198.23333333333332,163.7977784410467,SEED,AGRAW2,98
199.5,137.42118953543275,SEED,AGRAW2,99
85.76666666666667,44.80527002733297,HDDM_A_Test,AGRAW2,95
99.36666666666666,42.590674513977305,HDDM_A_Test,AGRAW2,96
127.13333333333334,47.951178875555875,HDDM_A_Test,AGRAW2,97
160.73333333333332,101.84724945830506,HDDM_A_Test,AGRAW2,98
110.5,173.48136307204106,HDDM_A_Test,AGRAW2,99
