instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
100000.0,66.339,33.08896490113582,28.911744208147667,29.166052902927138,66.79650554345656,67.54909427450374,65.03516115964308,66.90638612394332,62.33364173368443,71.47913051420221,66.68698528569628,73.71699105733825,59.656979514054306
