instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
22000.0,44.6,-3.636635737803056,-13.061224489795919,-45.78947368421053,47.90866041046846,45.8984375,43.23770491803279,47.88017307558099,36.49068322981366,59.269662921348306,47.937181663837016,61.8421052631579,34.03225806451613
23000.0,46.400000000000006,-0.23187972174432706,-16.26898047722343,-37.435897435897424,49.86596842758575,48.85496183206108,43.69747899159664,49.86224426314012,38.90577507598784,60.81871345029239,49.86969314838167,65.64102564102564,34.0983606557377
24000.0,45.5,-0.35132169135247165,-15.711252653927815,-45.72192513368984,49.790093775630744,47.84688995215311,42.93193717277487,49.783927269103415,37.257824143070046,62.31003039513677,49.79626180998103,66.84491978609626,32.74760383386581
25000.0,46.1,-0.7085095887953771,-13.23529411764706,-37.499999999999986,49.58897152515867,48.90995260663507,42.96296296296297,49.575707936678434,38.91402714932127,60.23738872403561,49.60224221267454,65.81632653061224,33.38815789473684
26000.0,47.099999999999994,2.0617029785091128,-15.50218340611355,-37.76041666666667,51.22095928480622,49.952696310312206,43.90243902439024,51.265046280518554,39.22734026745914,63.30275229357798,51.17694805194806,68.75,33.603896103896105
27000.0,44.1,-3.1159842688172867,-19.957081545064383,-47.4934036939314,48.14179691592868,46.91358024691358,40.9714889123548,48.078043363492384,36.646884272997035,59.50920245398773,48.20571977277266,65.17150395778364,31.239935587761675
28000.0,45.0,-2.9715723571877897,-15.546218487394961,-40.30612244897958,48.28587491736737,47.61904761904762,42.10526315789473,48.23672656819353,37.99392097264438,58.47953216374269,48.33512352309345,63.775510204081634,32.89473684210527
29000.0,46.1,-1.580050356566708,-10.450819672131145,-31.143552311435506,49.09158201998534,50.230840258541086,41.221374045801525,49.04907084785133,40.476190476190474,57.62195121951219,49.134166945501256,66.18004866180048,32.088285229202036
30000.0,46.300000000000004,-0.6258666566727793,-9.591836734693874,-37.69230769230768,49.64025186520224,48.513902205177374,43.8871473354232,49.631494631296036,38.74425727411945,60.51873198847262,49.6490121899958,64.87179487179488,34.42622950819672
31000.0,62.7,14.699963410171973,20.638297872340424,-0.26881720430107553,57.65808388094848,40.5103668261563,72.83321194464676,58.459007764179496,49.80392156862745,67.11409395973155,56.878809670570504,34.13978494623656,79.61783439490446
32000.0,65.60000000000001,29.066607280570445,30.923694779116474,13.350125944584393,64.56166669684703,58.252427184466015,70.74829931972788,64.40321901655692,56.20608899297424,72.6003490401396,64.72089594011472,60.45340050377834,68.98839137645108
33000.0,67.5,33.0730389370763,31.144067796610177,14.9214659685864,66.65349454235844,60.41412911084044,72.4342663273961,66.30305466564343,56.49202733485193,76.11408199643493,67.00765855063624,64.92146596858639,69.09385113268608
34000.0,67.5,33.87050828144712,29.501084598698483,14.021164021164035,67.21035768511378,61.44721233689205,71.91011235955057,66.7279670384886,55.6989247311828,77.75700934579439,67.69977372871263,68.51851851851852,66.88102893890675
35000.0,66.7,33.67115232927792,26.813186813186814,5.932203389830514,67.68476934609855,61.3240418118467,70.76382791922738,66.90771391192673,52.071005917159766,81.7444219066937,68.48008605761662,74.57627118644068,62.38390092879257
36000.0,65.60000000000001,31.424652837305,25.70194384449244,10.182767624020897,66.21880033548285,61.348314606741575,69.00900900900902,65.76689031050086,53.84615384615385,77.68762677484787,66.67696383156095,71.27937336814621,62.07455429497569
37000.0,69.6,39.48490506694481,36.40167364016735,22.646310432569965,70.31303448016963,66.3716814159292,72.26277372262773,69.84500498241148,58.70841487279843,80.98159509202453,70.787378799502,76.33587786259542,65.23887973640856
38000.0,70.8,42.60758130265066,37.606837606837594,20.435967302452305,72.542193253892,67.55555555555556,73.45454545454545,71.7726416269269,57.035647279549714,86.50963597430406,73.32842611843606,82.83378746594006,63.82306477093207
39000.0,66.7,34.477194915587745,31.055900621118017,8.264462809917363,68.25801996475074,62.70996640537514,69.91869918699187,67.58530710558009,52.83018867924528,82.34042553191489,68.94425920399947,77.13498622589532,60.75353218210361
40000.0,69.0,39.64902990682589,35.28183716075155,22.693266832917697,70.97873120328806,68.04123711340206,69.90291262135923,70.7615835980411,57.99648506151143,83.52668213457076,71.19721564203016,82.29426433915212,60.10016694490818
41000.0,51.7,2.4872809496890897,1.42857142857143,7.115384615384622,51.245798282119836,56.1307901907357,46.27363737486096,51.25317872037433,54.690265486725664,47.81609195402299,51.23841996911992,57.649253731343286,44.827586206896555
42000.0,52.300000000000004,4.028779294360039,-1.489361702127661,-1.7057569296375283,52.01557577980994,55.79240037071362,48.2084690553746,52.02102577352884,54.92700729927007,49.11504424778761,52.010126927910896,56.685499058380415,47.33475479744136
43000.0,49.9,-1.5131744243534422,4.38931297709924,-9.388646288209616,49.2414750561528,55.22788203753352,43.1328036322361,49.235058650966316,53.552859618717505,44.91725768321513,49.24789313395318,57.01107011070111,41.48471615720524
44000.0,51.7,2.572253868869916,1.6293279022403275,-4.0948275862069,51.28752521765231,55.8904109589041,46.629834254143645,51.29320660882123,54.74060822898033,47.84580498866213,51.28184508492023,57.08955223880597,45.474137931034484
45000.0,49.1,-2.278664148213643,-5.821205821205826,-7.3839662447257455,48.85983227463307,52.47432306255836,45.20990312163617,48.85673959068455,51.559633027522935,46.15384615384615,48.86292535014679,53.42205323193916,44.303797468354425
46000.0,49.2,-1.8138089988976855,0.39215686274509837,-6.054279749478085,49.093066291977685,51.434034416826,46.75052410901468,49.092731829573935,51.23809523809524,46.94736842105263,49.09340075893876,51.631477927063344,46.5553235908142
47000.0,52.5,4.970350749433819,8.301158301158308,2.4640657084188935,52.485419189467045,53.3856722276742,51.58002038735982,52.48475780512394,53.75494071146245,51.21457489878543,52.48608059047917,53.021442495126706,51.95071868583162
48000.0,52.300000000000004,4.141412517483656,0.2092050209205023,-2.36051502145923,52.07425003257459,55.62790697674418,48.432432432432435,52.08333333333333,54.166666666666664,50.0,52.06516989950736,57.17017208413002,46.9601677148847
49000.0,50.8,0.896364185718615,-4.458598726114653,-3.5789473684210558,50.45013614087054,55.1094890510949,45.57522123893805,50.45415763454293,52.88966725043783,48.01864801864802,50.44611528822055,57.52380952380952,43.368421052631575
50000.0,49.1,-2.241684075204897,-4.517453798767971,-7.6109936575052926,48.87877383173986,52.296157450796635,45.44480171489818,48.8768115942029,51.66666666666667,46.08695652173913,48.88073622683746,52.94117647058824,44.82029598308668
51000.0,74.5,48.599072767587174,50.48543689320388,46.315789473684205,74.43991830733039,76.88123300090662,71.57190635451505,74.71137604749177,73.35640138408304,76.06635071090048,74.17042606516291,80.76190476190476,67.57894736842105
52000.0,93.8,87.58435628892404,88.1453154875717,87.1369294605809,93.91954497400548,94.10646387832699,93.45991561181434,94.09416271801592,90.82568807339449,97.36263736263736,93.74557413252998,97.63313609467455,89.8580121703854
53000.0,96.39999999999999,92.79945275840963,92.74193548387096,92.63803680981594,96.42982768446245,96.47058823529412,96.32653061224488,96.4632929950849,94.79768786127167,98.12889812889813,96.39638558554233,98.20359281437125,94.58917835671342
54000.0,97.6,95.18706282487327,95.19999999999999,94.88272921108741,97.59506280211994,97.71863117870723,97.46835443037973,97.57521329142345,98.09160305343512,97.05882352941177,97.61492039034411,97.34848484848484,97.88135593220339
55000.0,96.89999999999999,93.7870273130296,93.77510040160641,93.56846473029044,96.90491438615145,97.03915950334287,96.74711437565581,96.95355174808054,96.03024574669186,97.87685774946921,96.85632579823451,98.06949806949807,95.64315352697096
56000.0,96.39999999999999,92.78059423730987,92.5155925155925,92.43697478991596,96.39178984418551,96.57794676806084,96.20253164556962,96.41114535182331,96.21212121212122,96.61016949152543,96.37244210661365,96.94656488549617,95.7983193277311
57000.0,97.1,94.15501701091601,94.5488721804511,93.73650107991361,97.0990431234698,97.33700642791551,96.81668496158069,97.2259963768116,96.01449275362319,98.4375,96.97242097727154,98.69646182495345,95.24838012958963
58000.0,97.3,94.57861806966676,94.57831325301204,94.20600858369099,97.29169270563658,97.46001881467545,97.11846318036285,97.26178865704229,97.92060491493385,96.60297239915074,97.32161514844641,97.00374531835206,97.63948497854076
59000.0,96.89999999999999,93.76498415099196,93.54166666666666,93.27548806941431,96.88334569706221,97.11627906976744,96.64864864864865,96.86213329902213,97.38805970149254,96.33620689655173,96.90456738798852,96.84601113172542,96.96312364425162
60000.0,97.5,94.95292084564821,94.91869918699186,94.51754385964912,97.48430097378079,97.72105742935278,97.2314507198228,97.56807488945795,96.9258589511754,98.2102908277405,97.40067079463365,98.52941176470588,96.27192982456141
61000.0,47.699999999999996,-2.840198522876539,-8.28157349896481,-12.958963282937377,48.523546512605336,45.120671563483725,50.047755491881574,48.54327023930548,39.37728937728938,57.70925110132159,48.50383880738012,52.825552825552826,44.18212478920742
62000.0,49.7,1.2904846382090152,-4.140786749482405,-37.05722070844687,50.684338670887286,44.296788482835,54.14767547857795,50.66102676273804,37.3134328358209,64.00862068965517,50.70767204308019,54.495912806539515,46.91943127962085
63000.0,47.5,-2.9524810567434994,-8.471074380165296,-35.65891472868217,48.44798045427199,43.609022556390975,50.88868101028999,48.48264963880289,37.31617647058824,59.64912280701754,48.41336081709389,52.4547803617571,44.37194127243067
64000.0,48.6,-0.534750990678056,-13.215859030837018,-39.29539295392954,49.71550454408484,43.64035087719299,52.75735294117647,49.724562866964064,36.64825046040516,62.80087527352297,49.7064495209136,53.929539295392956,45.48335974643423
65000.0,47.5,-3.5502958579881687,-12.660944206008596,-40.00000000000001,48.137100826325394,41.86046511627907,52.14220601640838,48.1943374422188,35.79545454545455,60.59322033898306,48.08,50.4,45.76
66000.0,49.5,-0.33856815869787144,0.0,-27.204030226700247,49.825736616694385,44.68784227820372,53.54185832566697,49.829425331539504,39.53488372093023,60.12396694214877,49.82204844793664,51.385390428211586,48.258706467661696
67000.0,51.0,2.741112721065479,-9.131403118040097,-31.36729222520107,51.429199648036,44.81981981981982,55.93525179856116,51.38224401961766,38.640776699029125,64.12371134020619,51.47624117569087,53.35120643431635,49.601275917065394
68000.0,49.4,-0.08544844610418142,-3.0549898167006138,-31.770833333333332,49.955521357088585,44.27312775330397,53.66300366300367,49.95670023734685,38.3587786259542,61.5546218487395,49.954342532467535,52.34375,47.564935064935064
69000.0,48.1,-2.5707916330693017,-7.900207900207907,-32.06106870229007,48.66592119373877,43.64820846905537,51.89990732159407,48.695107858243446,38.06818181818182,59.32203389830508,48.636769495831075,51.14503816793893,46.12850082372323
70000.0,46.5,-5.691121155608939,-15.55075593952484,-44.204851752021554,47.0129475652456,40.22346368715084,51.58371040723981,47.112547308999936,34.35114503816794,59.87394957983193,46.91376805694231,48.517520215633425,45.310015898251194
71000.0,67.4,31.232043336469385,30.490405117270797,14.435695538057756,65.61959190109744,57.77202072538861,73.45276872964169,65.54453865504223,57.033248081841435,74.05582922824301,65.69481722700657,58.53018372703412,72.859450726979
72000.0,76.2,51.57542636005908,52.208835341365464,40.64837905236908,75.95784305038897,72.26107226107226,79.15936952714534,75.53747516633018,67.83369803063457,83.24125230202579,76.38291583228907,77.3067331670823,75.45909849749583
73000.0,80.2,59.68940482831352,58.40336134453782,48.8372093023256,80.1912746784048,76.65094339622642,82.8125,79.49806623497358,70.49891540130152,88.49721706864564,80.89667876457966,83.97932816537468,77.81402936378467
74000.0,78.8,57.32139406042647,56.4681724845996,41.758241758241766,79.60323741057883,75.11737089201878,81.53310104529615,78.49001024590163,65.57377049180327,91.40625,80.74849678623264,87.91208791208791,73.58490566037736
75000.0,82.0,62.06053452491357,62.10526315789473,49.72067039106144,81.22070517250506,76.5625,85.3896103896104,80.42992972302605,71.70731707317073,89.15254237288136,82.0271846011939,82.12290502793296,81.93146417445483
76000.0,84.39999999999999,68.10924627430136,67.96714579055441,61.48148148148148,84.1582942741055,81.60377358490567,86.45833333333334,83.7556889333782,78.1038374717833,89.40754039497307,84.56478887851438,85.4320987654321,83.69747899159664
77000.0,83.7,66.03345808570403,64.7186147186147,58.52417302798981,83.02895072296985,79.59949937421777,86.42797668609492,82.84943026322337,78.32512315270937,87.37373737373737,83.20925085201907,80.91603053435115,85.50247116968698
78000.0,83.89999999999999,66.40009349539201,67.00819672131146,58.50515463917525,83.22639913319315,79.74842767295597,86.63900414937758,82.95697966861542,77.88697788697789,88.02698145025295,83.49757428744692,81.70103092783505,85.29411764705883
79000.0,83.89999999999999,65.84931274393348,65.2267818574514,57.742782152230966,82.92473131274923,78.84362680683311,87.00564971751413,82.94142614601019,78.94736842105263,86.93548387096774,82.908043198962,78.74015748031496,87.07592891760905
80000.0,83.5,65.30581348405329,66.25766871165644,57.8005115089514,82.65356307154386,78.81899871630294,86.48648648648648,82.69911057206387,79.12371134020619,86.27450980392157,82.60806571504165,78.51662404092072,86.69950738916256
81000.0,50.8,-2.7397260273972646,-4.458598726114653,-26.15384615384615,48.62952493922161,38.0352644836272,59.203980099502495,48.63778324141139,37.37623762376238,59.89932885906041,48.621269440941575,38.71794871794872,58.524590163934434
82000.0,49.6,-4.572993609428157,-4.132231404958682,-20.57416267942583,47.709478065835306,37.62376237623762,57.718120805369125,47.683900798654896,38.97435897435898,56.393442622950815,47.73508278662918,36.36363636363637,59.106529209621996
83000.0,51.9,0.5532629280758218,-1.4767932489451492,-13.711583924349865,50.27714659694252,41.12607099143206,59.34065934065934,50.28019299391868,42.63959390862944,57.920792079207914,50.27410056909669,39.71631205673759,60.831889081455806
84000.0,54.7,3.4139851432372788,0.0,-21.447721179624654,51.70709519829827,39.68042609853528,63.730984787830266,51.70256384082751,39.41798941798942,63.9871382636656,51.71162735012036,39.946380697050934,63.476874003189785
85000.0,50.9,-2.5651737967914348,-4.468085106382983,-21.23456790123456,48.71656708164854,38.08322824716267,59.32062966031483,48.70712889966984,38.91752577319588,58.496732026143796,48.72600892208735,37.28395061728395,60.168067226890756
86000.0,53.2,2.418682235196008,2.2964509394572046,-16.999999999999986,51.2093520418163,41.35338345864661,61.06489184692181,51.21037079083124,41.45728643216081,60.96345514950167,51.208333333333336,41.25,61.16666666666667
87000.0,55.800000000000004,6.8002108592514725,8.298755186722,-11.33501259445842,53.40393622881597,42.7461139896373,64.00651465798046,53.44,44.0,62.88,53.36792109979071,41.56171284634761,65.17412935323384
88000.0,52.800000000000004,2.6016904384574877,3.2786885245901667,-10.798122065727682,51.30342042596229,42.579075425790755,59.93208828522921,51.317813900595354,44.19191919191919,58.443708609271525,51.28903502314701,41.07981220657277,61.49825783972126
89000.0,56.00000000000001,7.712314113723615,5.5793991416309066,-10.275689223057626,53.85788717679733,43.87755102040816,63.81578947368421,53.8823777848168,44.675324675324674,63.08943089430894,53.833418821596425,43.10776942355889,64.55906821963394
90000.0,54.1,3.383879631890495,7.085020242914986,-12.77641277641276,51.69858277594393,40.62095730918499,62.59168704156479,51.73199910361828,42.89617486338798,60.56782334384858,51.665209591010594,38.57493857493858,64.75548060708263
91000.0,60.0,7.303982684383975,21.259842519685034,0.7444168734491321,54.738184619165395,27.272727272727277,72.41379310344827,56.283943823719405,51.02040816326531,61.54747948417351,53.2750601643453,18.610421836228287,87.93969849246231
92000.0,64.3,24.757199703244083,25.469728601252612,11.633663366336643,62.41761074576814,53.69649805447471,70.9519934906428,62.64081339239209,56.403269754768395,68.8783570300158,62.19599308924182,51.23762376237624,73.15436241610739
93000.0,60.4,18.393926529804755,14.655172413793094,-3.3942558746736324,59.25573526335022,51.707317073170735,66.44067796610169,59.06979201807903,48.51258581235698,69.62699822380107,59.44285285069252,55.35248041775457,63.533225283630465
94000.0,62.7,23.37337913126368,24.646464646464647,12.028301886792462,61.689723910234605,55.43608124253285,67.92777300085984,61.73282294756033,56.17433414043583,67.29131175468484,61.64668501048218,54.71698113207547,68.57638888888889
95000.0,64.5,26.934286137684634,26.348547717842326,12.776412776412787,63.475529913157416,57.28038507821902,69.63216424294268,63.39589884696017,56.132075471698116,70.65972222222221,63.55536127880141,58.47665847665847,68.63406408094434
96000.0,64.1,25.905439655243594,22.629310344827584,10.696517412935332,62.96287442911689,56.37910085054677,69.49872557349192,62.87296058812187,55.10688836104512,70.63903281519862,63.05304580775055,57.711442786069654,68.39464882943143
97000.0,61.6,20.87955560683732,23.809523809523807,9.004739336492898,60.44556548081482,53.623188405797094,67.23549488054607,60.50488464281567,54.679802955665025,66.32996632996633,60.386362518243985,52.60663507109005,68.16608996539793
98000.0,64.1,26.845768873384085,28.200000000000003,12.65206812652069,63.4616396047155,58.207217694994185,68.53637160385627,63.31845238095239,55.80357142857143,70.83333333333334,63.605475898363764,60.82725060827251,66.383701188455
99000.0,63.6,25.948831456285397,23.20675105485232,1.0869565217391315,63.25600019794672,56.45933014354066,68.72852233676976,62.80766017608123,50.427350427350426,75.18796992481202,63.710787011557514,64.13043478260869,63.29113924050633
100000.0,61.5,22.414071064680467,22.379032258064512,12.698412698412687,61.22374933392355,57.64576457645765,64.71127406049496,61.1681447207763,55.98290598290598,66.35338345864662,61.27945513327573,59.410430839002274,63.1484794275492
