avg,std,drift_detector,generator,part_drif
94.0,161.25,DDM,AGRAW1,99
570.5,504.5,EDDM,AGRAW1,99
63.0,126.0,ADWIN,AGRAW1,99
188.0,271.5,ECDD,AGRAW1,99
120.0,165.5,STEPD,AGRAW1,99
110.0,183.75,SeqDrift2,AGRAW1,99
65.5,95.25,SEED,AGRAW1,99
92.5,206.0,HDDM_A_Test,AGRAW1,99
136.5,176.25,HDDM_W_Test,AGRAW1,99
79.0,155.0,RDDM_30,AGRAW1,99
120.5,239.75,RDDM,AGRAW1,99
338.0,260.75,HypothesisTestDetectorKs,AGRAW1,99
1623.0,679.75,HypothesisTestDetectorWrs,AGRAW1,99
292.5,240.5,HypothesisTestDetectorTt,AGRAW1,99
101.0,241.75,MultivariateDetector,AGRAW1,99
0.0,0.0,Studd,AGRAW1,99
0.0,105.0,DDM,AGRAW2,99
379.0,215.0,EDDM,AGRAW2,99
0.0,0.0,ADWIN,AGRAW2,99
284.0,241.25,ECDD,AGRAW2,99
364.5,401.25,STEPD,AGRAW2,99
0.0,221.75,SeqDrift2,AGRAW2,99
119.5,179.5,SEED,AGRAW2,99
41.5,188.75,HDDM_A_Test,AGRAW2,99
279.5,278.25,HDDM_W_Test,AGRAW2,99
0.0,96.5,RDDM_30,AGRAW2,99
190.5,250.25,RDDM,AGRAW2,99
357.5,288.0,HypothesisTestDetectorKs,AGRAW2,99
2905.0,664.0,HypothesisTestDetectorWrs,AGRAW2,99
239.0,287.25,HypothesisTestDetectorTt,AGRAW2,99
101.0,245.0,MultivariateDetector,AGRAW2,99
0.0,0.0,Studd,AGRAW2,99
0.0,0.0,DDM,LED,99
0.0,0.0,EDDM,LED,99
0.0,0.0,ADWIN,LED,99
0.0,41.75,ECDD,LED,99
352.0,366.25,STEPD,LED,99
272.5,274.0,SeqDrift2,LED,99
397.5,223.5,SEED,LED,99
0.0,0.0,HDDM_A_Test,LED,99
0.0,0.0,HDDM_W_Test,LED,99
0.0,0.0,RDDM_30,LED,99
0.0,0.0,RDDM,LED,99
268.0,199.75,HypothesisTestDetectorKs,LED,99
2065.0,610.0,HypothesisTestDetectorWrs,LED,99
303.0,393.75,HypothesisTestDetectorTt,LED,99
0.0,0.0,MultivariateDetector,LED,99
0.0,0.0,Studd,LED,99
373.5,321.25,DDM,MIXED,99
372.5,267.5,EDDM,MIXED,99
366.0,229.5,ADWIN,MIXED,99
462.0,268.75,ECDD,MIXED,99
410.0,198.75,STEPD,MIXED,99
301.5,245.5,SeqDrift2,MIXED,99
687.0,369.25,SEED,MIXED,99
385.5,155.0,HDDM_A_Test,MIXED,99
401.5,271.0,HDDM_W_Test,MIXED,99
385.5,229.75,RDDM_30,MIXED,99
374.5,282.25,RDDM,MIXED,99
466.5,485.75,HypothesisTestDetectorKs,MIXED,99
2653.0,522.25,HypothesisTestDetectorWrs,MIXED,99
512.5,273.75,HypothesisTestDetectorTt,MIXED,99
0.0,0.0,MultivariateDetector,MIXED,99
0.0,0.0,Studd,MIXED,99
366.0,240.5,DDM,RANDOM_RBF,99
360.5,250.75,EDDM,RANDOM_RBF,99
69.0,142.75,ADWIN,RANDOM_RBF,99
367.5,225.0,ECDD,RANDOM_RBF,99
750.0,343.75,STEPD,RANDOM_RBF,99
163.5,285.5,SeqDrift2,RANDOM_RBF,99
390.0,281.5,SEED,RANDOM_RBF,99
337.0,216.25,HDDM_A_Test,RANDOM_RBF,99
378.5,275.0,HDDM_W_Test,RANDOM_RBF,99
426.0,287.75,RDDM_30,RANDOM_RBF,99
375.5,282.5,RDDM,RANDOM_RBF,99
496.0,353.0,HypothesisTestDetectorKs,RANDOM_RBF,99
2403.0,855.5,HypothesisTestDetectorWrs,RANDOM_RBF,99
608.5,558.5,HypothesisTestDetectorTt,RANDOM_RBF,99
0.0,0.0,MultivariateDetector,RANDOM_RBF,99
0.0,0.0,Studd,RANDOM_RBF,99
326.5,247.5,DDM,SINE,99
423.0,240.0,EDDM,SINE,99
272.5,196.75,ADWIN,SINE,99
377.0,310.5,ECDD,SINE,99
339.0,175.75,STEPD,SINE,99
282.0,259.75,SeqDrift2,SINE,99
586.5,435.75,SEED,SINE,99
292.0,233.5,HDDM_A_Test,SINE,99
355.5,216.0,HDDM_W_Test,SINE,99
327.5,217.0,RDDM_30,SINE,99
320.0,265.75,RDDM,SINE,99
288.5,227.0,HypothesisTestDetectorKs,SINE,99
2890.0,474.5,HypothesisTestDetectorWrs,SINE,99
396.5,322.0,HypothesisTestDetectorTt,SINE,99
0.0,0.0,MultivariateDetector,SINE,99
0.0,0.0,Studd,SINE,99
0.0,0.0,DDM,WAVEFORM,99
143.0,378.0,EDDM,WAVEFORM,99
0.0,0.0,ADWIN,WAVEFORM,99
98.0,180.75,ECDD,WAVEFORM,99
0.0,72.0,STEPD,WAVEFORM,99
0.0,0.0,SeqDrift2,WAVEFORM,99
0.0,0.0,SEED,WAVEFORM,99
0.0,0.0,HDDM_A_Test,WAVEFORM,99
0.0,0.0,HDDM_W_Test,WAVEFORM,99
0.0,0.0,RDDM_30,WAVEFORM,99
0.0,0.0,RDDM,WAVEFORM,99
314.0,325.25,HypothesisTestDetectorKs,WAVEFORM,99
2675.5,801.0,HypothesisTestDetectorWrs,WAVEFORM,99
355.0,370.5,HypothesisTestDetectorTt,WAVEFORM,99
0.0,0.0,MultivariateDetector,WAVEFORM,99
0.0,0.0,Studd,WAVEFORM,99
