avg,std,drift_detector,generator,part_drif
148.0,155.25,DDM,AGRAW1,99
700.5,490.25,EDDM,AGRAW1,99
9.5,101.25,ADWIN,AGRAW1,99
212.0,168.5,ECDD,AGRAW1,99
93.5,189.0,STEPD,AGRAW1,99
88.5,175.5,SeqDrift2,AGRAW1,99
88.0,152.0,SEED,AGRAW1,99
102.0,115.25,HDDM_A_Test,AGRAW1,99
186.5,186.0,HDDM_W_Test,AGRAW1,99
79.5,129.25,RDDM_30,AGRAW1,99
123.0,202.5,RDDM,AGRAW1,99
252.5,277.0,HypothesisTestDetectorKs,AGRAW1,99
1760.0,472.5,HypothesisTestDetectorWrs,AGRAW1,99
295.5,447.5,HypothesisTestDetectorTt,AGRAW1,99
220.5,348.75,MultivariateDetector,AGRAW1,99
0.0,0.0,Studd,AGRAW1,99
0.0,139.75,DDM,AGRAW2,99
385.5,389.5,EDDM,AGRAW2,99
0.0,0.0,ADWIN,AGRAW2,99
373.5,253.5,ECDD,AGRAW2,99
274.0,356.0,STEPD,AGRAW2,99
6.0,135.25,SeqDrift2,AGRAW2,99
194.0,233.75,SEED,AGRAW2,99
30.0,139.25,HDDM_A_Test,AGRAW2,99
200.0,190.0,HDDM_W_Test,AGRAW2,99
0.0,90.5,RDDM_30,AGRAW2,99
107.0,271.0,RDDM,AGRAW2,99
396.0,284.25,HypothesisTestDetectorKs,AGRAW2,99
3099.5,651.25,HypothesisTestDetectorWrs,AGRAW2,99
391.5,480.75,HypothesisTestDetectorTt,AGRAW2,99
220.5,348.75,MultivariateDetector,AGRAW2,99
0.0,0.0,Studd,AGRAW2,99
0.0,0.0,DDM,LED,99
0.0,0.0,EDDM,LED,99
0.0,0.0,ADWIN,LED,99
0.0,34.25,ECDD,LED,99
224.5,302.75,STEPD,LED,99
283.0,258.0,SeqDrift2,LED,99
410.0,341.0,SEED,LED,99
0.0,0.0,HDDM_A_Test,LED,99
0.0,0.0,HDDM_W_Test,LED,99
80.0,120.5,RDDM_30,LED,99
0.0,0.0,RDDM,LED,99
352.5,326.5,HypothesisTestDetectorKs,LED,99
2252.0,449.5,HypothesisTestDetectorWrs,LED,99
420.0,317.75,HypothesisTestDetectorTt,LED,99
0.0,0.0,MultivariateDetector,LED,99
0.0,0.0,Studd,LED,99
378.5,139.75,DDM,MIXED,99
423.5,188.25,EDDM,MIXED,99
348.0,316.75,ADWIN,MIXED,99
416.0,331.25,ECDD,MIXED,99
396.0,261.0,STEPD,MIXED,99
294.5,259.0,SeqDrift2,MIXED,99
665.5,363.0,SEED,MIXED,99
364.5,130.75,HDDM_A_Test,MIXED,99
368.5,194.0,HDDM_W_Test,MIXED,99
376.5,276.5,RDDM_30,MIXED,99
409.0,270.25,RDDM,MIXED,99
388.0,410.75,HypothesisTestDetectorKs,MIXED,99
2492.0,490.0,HypothesisTestDetectorWrs,MIXED,99
406.5,403.75,HypothesisTestDetectorTt,MIXED,99
0.0,0.0,MultivariateDetector,MIXED,99
0.0,0.0,Studd,MIXED,99
377.0,216.5,DDM,RANDOM_RBF,99
458.5,323.75,EDDM,RANDOM_RBF,99
94.5,133.0,ADWIN,RANDOM_RBF,99
359.5,270.0,ECDD,RANDOM_RBF,99
706.5,365.75,STEPD,RANDOM_RBF,99
177.0,282.0,SeqDrift2,RANDOM_RBF,99
421.0,315.75,SEED,RANDOM_RBF,99
372.5,234.0,HDDM_A_Test,RANDOM_RBF,99
357.5,247.25,HDDM_W_Test,RANDOM_RBF,99
372.5,331.75,RDDM_30,RANDOM_RBF,99
418.5,228.5,RDDM,RANDOM_RBF,99
363.5,375.5,HypothesisTestDetectorKs,RANDOM_RBF,99
2486.0,441.75,HypothesisTestDetectorWrs,RANDOM_RBF,99
389.0,356.0,HypothesisTestDetectorTt,RANDOM_RBF,99
0.0,0.0,MultivariateDetector,RANDOM_RBF,99
0.0,0.0,Studd,RANDOM_RBF,99
281.5,148.5,DDM,SINE,99
404.5,348.5,EDDM,SINE,99
269.5,136.75,ADWIN,SINE,99
455.0,367.25,ECDD,SINE,99
336.5,178.5,STEPD,SINE,99
280.0,265.75,SeqDrift2,SINE,99
574.5,357.25,SEED,SINE,99
292.0,191.25,HDDM_A_Test,SINE,99
314.5,243.5,HDDM_W_Test,SINE,99
309.5,301.25,RDDM_30,SINE,99
334.5,278.5,RDDM,SINE,99
346.5,317.0,HypothesisTestDetectorKs,SINE,99
2716.0,554.75,HypothesisTestDetectorWrs,SINE,99
336.5,366.0,HypothesisTestDetectorTt,SINE,99
0.0,0.0,MultivariateDetector,SINE,99
0.0,0.0,Studd,SINE,99
0.0,0.0,DDM,WAVEFORM,99
160.0,362.75,EDDM,WAVEFORM,99
0.0,0.0,ADWIN,WAVEFORM,99
74.0,191.5,ECDD,WAVEFORM,99
0.0,36.5,STEPD,WAVEFORM,99
0.0,0.0,SeqDrift2,WAVEFORM,99
0.0,0.0,SEED,WAVEFORM,99
0.0,0.0,HDDM_A_Test,WAVEFORM,99
0.0,0.0,HDDM_W_Test,WAVEFORM,99
0.0,0.0,RDDM_30,WAVEFORM,99
0.0,0.0,RDDM,WAVEFORM,99
367.5,234.5,HypothesisTestDetectorKs,WAVEFORM,99
2563.5,1027.25,HypothesisTestDetectorWrs,WAVEFORM,99
295.0,359.75,HypothesisTestDetectorTt,WAVEFORM,99
0.0,0.0,MultivariateDetector,WAVEFORM,99
0.0,0.0,Studd,WAVEFORM,99
