avg,std,drift_detector,generator,part_drif
1.3666666666666667,0.6046119049072352,DDM,AGRAW1,99
3.1666666666666665,1.0354816378006046,EDDM,AGRAW1,99
0.6,0.5537749241945383,ADWIN,AGRAW1,99
1.8666666666666667,0.8055363982396381,ECDD,AGRAW1,99
1.3666666666666667,0.6574360974438673,STEPD,AGRAW1,99
1.2,0.4,SeqDrift2,AGRAW1,99
1.1666666666666667,0.4533823502911814,SEED,AGRAW1,99
1.3,0.458257569495584,HDDM_A_Test,AGRAW1,99
2.033333333333333,0.7951240294584375,HDDM_W_Test,AGRAW1,99
1.1333333333333333,0.4268749491621899,RDDM_30,AGRAW1,99
1.8666666666666667,0.8459051693633013,RDDM,AGRAW1,99
2.1333333333333333,1.14697670227235,HypothesisTestDetectorKs,AGRAW1,99
3.933333333333333,0.2494438257849294,HypothesisTestDetectorWrs,AGRAW1,99
1.9666666666666663,1.0482790129010926,HypothesisTestDetectorTt,AGRAW1,99
0.6666666666666666,0.6992058987801011,MultivariateDetector,AGRAW1,99
0.0,0.0,Studd,AGRAW1,99
0.6666666666666666,1.043498389499902,DDM,AGRAW2,99
3.0,1.1254628677422756,EDDM,AGRAW2,99
0.0333333333333333,0.1795054935711501,ADWIN,AGRAW2,99
2.7666666666666666,0.7156970184527962,ECDD,AGRAW2,99
2.566666666666667,0.9195409482755816,STEPD,AGRAW2,99
0.8,0.9092121131323904,SeqDrift2,AGRAW2,99
1.7666666666666666,0.9551032521262935,SEED,AGRAW2,99
1.1,0.9780933834080808,HDDM_A_Test,AGRAW2,99
1.8666666666666667,0.8844332774281066,HDDM_W_Test,AGRAW2,99
0.7,1.1,RDDM_30,AGRAW2,99
1.9333333333333331,1.412641340027806,RDDM,AGRAW2,99
2.0,0.9309493362512627,HypothesisTestDetectorKs,AGRAW2,99
4.0,0.0,HypothesisTestDetectorWrs,AGRAW2,99
2.333333333333333,0.9775252199076788,HypothesisTestDetectorTt,AGRAW2,99
0.6333333333333333,0.6574360974438673,MultivariateDetector,AGRAW2,99
0.0,0.0,Studd,AGRAW2,99
0.0,0.0,DDM,LED,99
0.0,0.0,EDDM,LED,99
0.0,0.0,ADWIN,LED,99
0.4333333333333333,0.4955356249106168,ECDD,LED,99
1.5333333333333334,1.1175369742826806,STEPD,LED,99
2.2666666666666666,0.7272474743090478,SeqDrift2,LED,99
2.6666666666666665,0.9775252199076786,SEED,LED,99
0.0,0.0,HDDM_A_Test,LED,99
0.1,0.3,HDDM_W_Test,LED,99
1.0,0.0,RDDM_30,LED,99
0.0,0.0,RDDM,LED,99
2.1666666666666665,1.1571036638473189,HypothesisTestDetectorKs,LED,99
3.966666666666667,0.1795054935711501,HypothesisTestDetectorWrs,LED,99
2.1,1.011599393699568,HypothesisTestDetectorTt,LED,99
0.0,0.0,MultivariateDetector,LED,99
0.0,0.0,Studd,LED,99
4.0,0.0,DDM,MIXED,99
3.966666666666667,0.1795054935711501,EDDM,MIXED,99
4.0,0.0,ADWIN,MIXED,99
3.8666666666666663,0.339934634239519,ECDD,MIXED,99
3.966666666666667,0.1795054935711501,STEPD,MIXED,99
2.533333333333333,0.4988876515698589,SeqDrift2,MIXED,99
3.733333333333333,0.4422166387140533,SEED,MIXED,99
4.0,0.0,HDDM_A_Test,MIXED,99
4.0,0.0,HDDM_W_Test,MIXED,99
4.0,0.0,RDDM_30,MIXED,99
3.933333333333333,0.2494438257849294,RDDM,MIXED,99
3.2666666666666666,0.7272474743090478,HypothesisTestDetectorKs,MIXED,99
4.0,0.0,HypothesisTestDetectorWrs,MIXED,99
3.3666666666666667,0.706320670013903,HypothesisTestDetectorTt,MIXED,99
0.0,0.0,MultivariateDetector,MIXED,99
0.0,0.0,Studd,MIXED,99
4.0,0.0,DDM,RANDOM_RBF,99
3.966666666666667,0.1795054935711501,EDDM,RANDOM_RBF,99
1.2666666666666666,0.5120763831912405,ADWIN,RANDOM_RBF,99
3.966666666666667,0.1795054935711501,ECDD,RANDOM_RBF,99
3.5,0.5627314338711378,STEPD,RANDOM_RBF,99
1.8333333333333333,0.5217491947499511,SeqDrift2,RANDOM_RBF,99
2.3666666666666667,0.6574360974438673,SEED,RANDOM_RBF,99
3.9,0.3,HDDM_A_Test,RANDOM_RBF,99
4.0,0.0,HDDM_W_Test,RANDOM_RBF,99
3.933333333333333,0.2494438257849294,RDDM_30,RANDOM_RBF,99
4.0,0.0,RDDM,RANDOM_RBF,99
2.7666666666666666,1.054619467970425,HypothesisTestDetectorKs,RANDOM_RBF,99
4.0,0.0,HypothesisTestDetectorWrs,RANDOM_RBF,99
2.8666666666666667,0.92135166407235,HypothesisTestDetectorTt,RANDOM_RBF,99
0.0,0.0,MultivariateDetector,RANDOM_RBF,99
0.1333333333333333,0.339934634239519,Studd,RANDOM_RBF,99
3.4,0.6633249580710798,DDM,SINE,99
3.6666666666666665,0.4714045207910318,EDDM,SINE,99
3.433333333333333,0.7156970184527962,ADWIN,SINE,99
3.633333333333333,0.4818944098266986,ECDD,SINE,99
3.6666666666666665,0.4714045207910318,STEPD,SINE,99
2.4,0.4898979485566356,SeqDrift2,SINE,99
3.5,0.6191391873668903,SEED,SINE,99
3.533333333333333,0.4988876515698589,HDDM_A_Test,SINE,99
3.533333333333333,0.5617433182117573,HDDM_W_Test,SINE,99
3.333333333333333,0.5374838498865699,RDDM_30,SINE,99
3.633333333333333,0.4818944098266986,RDDM,SINE,99
3.066666666666667,0.7717224601860152,HypothesisTestDetectorKs,SINE,99
4.0,0.0,HypothesisTestDetectorWrs,SINE,99
2.833333333333333,1.0979779394667069,HypothesisTestDetectorTt,SINE,99
0.0,0.0,MultivariateDetector,SINE,99
0.0,0.0,Studd,SINE,99
0.0,0.0,DDM,WAVEFORM,99
1.1666666666666667,1.2405196043952265,EDDM,WAVEFORM,99
0.0,0.0,ADWIN,WAVEFORM,99
1.1666666666666667,0.93392838174146,ECDD,WAVEFORM,99
0.1333333333333333,0.339934634239519,STEPD,WAVEFORM,99
0.1,0.3958114029012639,SeqDrift2,WAVEFORM,99
0.0333333333333333,0.1795054935711501,SEED,WAVEFORM,99
0.0,0.0,HDDM_A_Test,WAVEFORM,99
0.0333333333333333,0.1795054935711501,HDDM_W_Test,WAVEFORM,99
0.0,0.0,RDDM_30,WAVEFORM,99
0.1333333333333333,0.339934634239519,RDDM,WAVEFORM,99
1.9,0.9780933834080806,HypothesisTestDetectorKs,WAVEFORM,99
4.0,0.0,HypothesisTestDetectorWrs,WAVEFORM,99
1.5666666666666669,0.8439325934114775,HypothesisTestDetectorTt,WAVEFORM,99
0.0,0.0,MultivariateDetector,WAVEFORM,99
0.0,0.0,Studd,WAVEFORM,99
